smiles_list,monomer_ID,replicate_count,heavy_atom_count,volume_expansion,volume_expansion_std,volume_expansion_count,volume_expansion_raw
*CC(*)CCCCCCCCC,PI64,3,11,0.9404601073638441,0.00010223940951453027,3,0.0005044273226214
*CC(*)c1ccc(CCCCCCCCCCCC)cc1,PI128,2,20,1.3204213253995731,4.616803367982051e-05,2,0.0005700182870253499
*CC(*)CCC,PI4,2,5,0.13763837999486503,7.024483412371065e-05,2,0.0003658398856856
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(C(C)(C)C)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1017,4,82,-0.9000426109810343,1.905015441852095e-05,4,0.0001867097700027
*CC(*)c1ccc(C(C)(O)CCC)cc1,PI141,2,14,-0.2956733713732496,6.257755291159667e-05,2,0.00029103926312015
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,PI346,1,15,0.21752240828035813,0.0,1,0.0003796298995265
*CC(*)C(C)=O,PI246,1,5,-0.09981798552629911,0.0,1,0.0003248488811328
*CC(*)C(=O)Oc1ccccc1,PI463,1,11,-0.10491820113677403,0.0,1,0.0003239684542769
*C(C)C(*)C,PI49,1,4,-0.45831609332841294,0.0,1,0.0002629629951224
*CC(*)SCCCC,PI307,2,7,1.758364588189077,0.00010269137073116706,2,0.00064561842618975
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1057,5,56,-0.5026730395831248,0.00039118340366051704,5,0.000255305858697
*CC(*)SC,PI317,2,4,-0.05378630763152325,6.0078783543149827e-05,2,0.00033279511880899995
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,PI991,5,39,-1.1281431936996864,5.703199374036171e-05,5,0.0001473338113747
*c1ccc(Sc2ccc3c(c2)Sc2ccc(Sc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc2S3)cc1,PI1086,2,44,-1.0480322715725174,1.1577251655277645e-05,2,0.00016116299286005
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,PI367,1,13,-0.2527543694040735,0.0,1,0.000298448173811
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI998,3,53,-0.9713036662799438,6.463772118038753e-05,3,0.0001744083004852
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,-0.1117858668734327,0.0,1,0.0003227829206027
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,PI969,4,49,-1.2416473890516169,8.321439665177821e-06,4,0.00012774010211270002
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,PI598,1,32,-0.10017349961289587,0.0,1,0.0003247875103647
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1106,1,42,-0.044085164242471456,0.0,1,0.0003344697827497
*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc6c5C(=O)N(*)C6=O)c4C3=O)cc2)cc1,PI1060,5,36,-0.9946747323446031,3.233283392000042e-05,5,0.0001703738604172
*CC(*)OCC(F)(F)F,PI376,2,8,1.5546574038885257,0.00031884109438086553,2,0.00061045338818045
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,PI1028,2,61,-0.5452676608760464,2.7435746424035395e-05,2,0.00024795294435625
*CC(*)C(=O)Oc1ccc(OC)cc1,PI464,1,13,1.2191053471825593,0.0,1,0.0005525285738511
*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,PI992,5,37,-0.9270251655362785,4.280258466958965e-05,5,0.0001820518952214
*CC(*)Cc1cccc(C)c1,PI294,1,10,-0.7303694602625396,0.0,1,0.0002159996687103
*CC(*)c1ccccc1C(=O)NC,PI94,2,12,-0.7458768952888385,4.886902489616147e-05,2,0.00021332269124385
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,0.06826287217325751,0.0,1,0.0003538639095911
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,PI397,1,62,-0.3818953413109193,0.0,1,0.000276155159447
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,PI166,1,17,3.02542972067727,0.0,1,0.000864346075375
*CC(*)c1ccc(C)nc1,PI228,1,9,-0.5290462937079301,0.0,1,0.0002507531646577
*CC(C)C(*)(C)C,PI16,2,6,-0.07497967324198476,0.0002195224254953774,2,0.000329136605194
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,PI433,1,15,0.1480414764162029,0.0,1,0.0003676357245625
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,PI431,1,14,-0.19374286796859597,0.0,1,0.0003086350589623
*Oc1ccc2ccc(OC(=O)Oc3ccc(OC(*)=O)cc3)cc2c1,PI816,1,24,-1.1461637811642607,0.0,1,0.000144222999916
*CCCC=C(*)c1ccc(OC)cc1,PI389,2,13,0.3192510509513177,8.644661179090517e-05,2,0.00039719084907495
*CC(*)C(=O)NC(C)C,PI456,1,8,3.6826680223751898,0.0,1,0.0009778021124791
*CC(*)c1ccc(OCCC)cc1,PI180,2,12,0.5464613111320814,2.5493914352370187e-05,2,0.00043641311540195
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,PI467,3,15,-0.3983387829261768,7.146924272278965e-05,3,0.0002733166034511
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,0.4326565662191386,0.0,1,0.0004167675236461
*CC(*)CC1CCCC1,PI23,1,8,-0.9331369861373736,0.0,1,0.0001809968396303
*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,PI129,1,22,2.2329978354185576,0.0,1,0.0007275521892851
*CC(*)C(C)C,PI5,3,5,-0.591919547080082,0.00017561429321338905,3,0.0002398996429609
*CC(*)(C)C(=O)OCc1ccccc1,PI450,1,13,0.31945818678502985,0.0,1,0.000397226605985
*CC(*)CCc1ccccc1C,PI281,1,11,-0.019320633850106066,0.0,1,0.0003387447701809
*CC(*)OC(=O)CCl,PI372,1,7,0.04886498715594483,0.0,1,0.0003505153415655
*CC(*)CC1CCCCC1,PI25,1,9,-0.6609166904253491,0.0,1,0.0002279889821926
*CC(*)c1ccc(C(=O)O)c(C(=O)O)c1,PI239,2,14,-1.1859503657982404,3.3915312699671566e-05,2,0.00013735482407959998
*CC(*)OC(=O)CCCCC,PI385,1,10,1.7070085156694526,0.0,1,0.0006367530626614
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,PI323,1,14,-0.09862893608916014,0.0,1,0.0003250541412899
*c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(Oc4ccc(Sc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI1115,1,58,-0.1469140603137317,0.0,1,0.0003167189014972
*CC(*)OC(=O)c1cccc(Cl)c1,PI338,1,12,-0.8559146292708666,0.0,1,0.0001943273813277
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,1.436116637114063,1.3524846194519753e-05,2,0.0005899902386671499
*CC(*)(C)C(=O)OC(C)(C)C,PI444,1,10,-1.7608288962714873,0.0,1,3.81161769782e-05
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2C(C)(C)C)cc1,PI1030,2,40,-1.1090830815019501,2.4455932472931273e-05,2,0.00015062407122585
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,PI471,2,18,0.40084793821376735,2.8523958923862903e-05,2,0.00041127654591415
*c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,PI1114,1,66,-0.5627072318030348,0.0,1,0.0002449424311207
*C(c1ccccc1)C(*)[N+](=O)[O-],PI222,1,11,-1.4244872580967485,0.0,1,9.61772931393e-05
*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,PI238,2,16,0.0942501284366226,0.0001032409767046777,2,0.0003583499705879
*CC(*)c1ccccc1COC(C)C,PI88,1,13,0.3478942770952939,0.0,1,0.0004021353979848
*C(F)(F)C(*)(F)OC(F)C(F)F,PI405,1,11,-0.23842559927790763,0.0,1,0.0003009216837554
*CC(*)CCCCCCCCCCC,PI63,1,13,2.1798089950818422,0.0,1,0.0007183704434447
*CC(*)C=O,PI242,1,4,-0.261904977943494,0.0,1,0.0002968685461793
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,0.6650362841386845,6.866494972191583e-05,2,0.0004568821697804
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,PI1067,3,36,-1.1966478138964247,3.129679265804438e-05,3,0.0001355081726212
*c1cccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)c1,PI1103,1,28,-0.8635083569209262,0.0,1,0.0001930165109116
*CC(*)OC1CCCCC1,PI308,2,9,-0.5509108034719172,4.026035590343112e-05,2,0.0002469787945021
*CC(*)CCCCCC,PI30,1,8,0.942527777804337,0.0,1,0.0005047842550972
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1077,5,73,-0.6707006429985669,3.729636207447321e-05,5,0.0002263000232818
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,PI269,1,28,-0.6634539746779199,0.0,1,0.0002275509824358
*CC(*)P(=O)(Oc1ccccc1)N(C)C,PI382,1,14,0.5855924137825008,0.0,1,0.0004431681383864
*CC(*)c1ccc(C(O)CCN(C)C)cc1,PI144,2,15,0.7493350706880495,0.00031063851959963195,2,0.00047143428311565
*CC(*)C(=O)c1ccc(C(C)C)cc1,PI326,2,13,0.8077678092708422,7.52546065515124e-05,2,0.0004815212590871
*c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc1-2,PI676,1,29,-1.371587071805519,0.0,1,0.0001053092099542
*CC(*)c1ccncc1,PI226,1,8,-0.6623350711618268,0.0,1,0.0002277441336239
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1003,1,58,-0.41960309435378873,0.0,1,0.0002696458427847
*CC(*)C1CCCCC1,PI24,1,8,-0.5941841739255456,0.0,1,0.0002395087108032
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)nc1,PI715,1,28,-1.002551685529641,0.0,1,0.0001690140980745
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,PI466,1,16,-0.5431483629498088,0.0,1,0.0002483187890484
*/C=C\CCCC*,PI60,2,6,1.5571416680623513,0.00014249099670233346,2,0.00061088223532395
*C1Cc2ccccc2C1*,PI386,1,9,-1.1712845637089193,0.0,1,0.0001398865143078
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,PI332,1,15,-0.28769549512156417,0.0,1,0.0002924164473495
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,PI424,2,21,0.6799152525806124,1.002421810437989e-05,2,0.0004594506579395
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,PI468,1,16,0.2211141012910937,0.0,1,0.0003802499170368
*CC(*)C1CC=CCC1,PI67,3,8,-0.6509606894689864,0.00011846092608788844,3,0.0002297076410276
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1072,5,58,-0.6045608769986108,0.0001531268465921104,5,0.0002377174280891
*CC(*)c1ccccc1C(=O)OCC,PI99,2,13,1.2156328268222885,0.00014519328467211314,2,0.0005519291285695
*CCC=C(*)C(C)C,PI69,1,7,0.2316799697734056,0.0,1,0.0003820738545089
*CC(*)OC,PI253,1,4,0.0084711636309128,0.0,1,0.0003435423408612
*C=CCCCCCCCC*,PI53,2,10,1.4249607483265831,7.471683567649417e-05,2,0.00058806444869275
*CC(*)c1ccccc1C(=O)O,PI97,1,11,-0.7555428268470306,0.0,1,0.0002116541057602
*CC(*)c1cccc(Cl)c1,PI116,2,9,0.9795612645926393,8.206297690531035e-05,2,0.0005111771762649
*CC(*)C(=O)OCCc1ccccc1,PI474,1,13,-0.4440759422880307,0.0,1,0.00026542120716
*c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI972,5,52,-0.24114894168875584,0.00010340023403537053,5,0.0003004515656311
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,-0.5845739943994994,3.1473879420523575e-06,2,0.00024116767206895
*CC(*)c1ccc(COCCCCO)cc1,PI151,3,15,0.07752183789220828,3.896789959448493e-05,3,0.0003554622424263
*CCCCCCCCCCN1C(=O)C2C3C=CC(C4C(=O)N(*)C(=O)C34)C2C1=O,PI1080,3,28,-0.513713682647035,1.938100359570778e-05,3,0.0002533999630639
*CC(*)c1ccccc1C(=O)OCCCCC,PI104,1,16,1.2470335959588688,0.0,1,0.0005573496994934
*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,PI399,1,35,-0.4653453086884609,0.0,1,0.0002617495738768
*CC(*)c1ccc(-c2ccccc2)cc1,PI132,1,14,-0.6749897664857263,0.0,1,0.0002255596115434
*CCO*,PI524,1,3,3.109298896260005,0.0,1,0.0008788240269372
*CC(*)C(=O)N1CCOCC1,PI462,1,10,-0.025658122255301067,0.0,1,0.0003376507585906
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI961,4,58,-0.9787360339044164,0.00013042768692321968,4,0.0001731252849111
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,PI1104,2,36,-0.692290414999596,7.794195535434997e-05,2,0.0002225730798476
*Cc1cc(*)c(O)cc1C,PI1138,1,9,-0.6313328423634238,0.0,1,0.000233095906355
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],PI396,1,16,3.3665530814666584,0.0,1,0.0009232326384052
*CC(*)c1ccc(C(=O)CCC)cc1,PI168,2,13,2.19592656905559,4.964249540457929e-05,2,0.0007211527464025
*CC(*)c1cccc(CC)c1,PI114,1,10,0.9448479985291083,0.0,1,0.0005051847841716
*CC(*)SCC,PI309,3,5,0.218630457615111,4.5914003687881355e-05,3,0.000379821177007
*CC(*)OCC(C)(C)CC,PI316,1,9,1.2997808318979522,0.0,1,0.0005664552131897
*c1ccc(Oc2c(C)cc(C(C)(C)c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(c9ccccc9)CC8)cc7)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI1023,5,81,-0.8142943753450829,9.387638733010649e-05,5,0.0002015120950936
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1055,5,60,-0.5401833387954382,0.00016658520933689728,5,0.0002488306275849
*CC(*)OC(=O)c1ccncc1,PI354,2,11,-0.23295207446687935,5.76659832964359e-05,2,0.0003018665532684
*C1CC(*)(C#N)C1,PI290,1,6,-1.511541012187182,0.0,1,8.11496023784e-05
*CCCC(*)(C)C,PI17,1,6,-0.708503958343393,0.0,1,0.0002197742101371
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI967,3,36,-1.0931979313608056,1.3767432048301824e-05,3,0.0001533662519222
*CC(*)c1ccc(OCCC(C)C)cc1,PI182,1,14,0.7797018959184775,0.0,1,0.0004766763690397
*CC(*)c1cccc2ccccc12,PI217,2,12,-0.46675195745079673,4.600541937168583e-05,2,0.00026150675054505
*C(C)C(*)OC(C)(C)C,PI285,2,8,-0.4749337873507216,1.553191798573994e-05,2,0.00026009435873175003
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI983,1,60,-1.008807340818975,0.0,1,0.0001679342129601
*c1ccc(C(c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,PI995,5,53,-1.00055367874518,5.1361189867960694e-05,5,0.0001693590048325
*CC(*)OC(=O)c1ccccc1Cl,PI337,1,12,-0.4157429742503741,0.0,1,0.0002703121976343
*CC(*)CCCCCCCC,PI12,1,10,1.6403594422100616,0.0,1,0.0006252477384406
*CC(*)c1cc(Br)ccc1OCC,PI199,1,12,1.0040024177044333,0.0,1,0.0005153963405576
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,0.3089344923663594,0.0,1,0.0003954099488283
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI976,5,39,-0.9693067571860853,0.0001811127270217721,5,0.0001747530177539
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI999,3,55,-0.6305965073279531,1.742295827079924e-05,3,0.0002332230164989
*CC(*)c1ccc(C(C)CC)cc1,PI123,1,12,0.8332542401350039,0.0,1,0.0004859208648896
*CC(*)OC(=O)CC1CCCCC1,PI341,2,12,-0.18982277228238548,7.755662440625355e-05,2,0.000309311767122
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,1.138518102216578,0.0,1,0.0005386171669362
*CC(*)C(C)c1ccccc1,PI28,2,10,-0.44878215070733063,2.4855008879858778e-05,2,0.00026460879596050004
*CC(*)C(=O)OCC,PI412,1,7,2.5341945739354577,0.0,1,0.0007795464024229
*CC(*)CCCCC,PI8,1,7,1.2253660493815883,0.0,1,0.0005536093301904
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,-0.6612957555540081,8.629307815945034e-05,5,0.000227923545916
*CC(*)c1ccccc1F,PI112,2,9,-0.11612793095915361,0.0001425409917893424,2,0.0003220333699713
