smiles_list,monomer_ID,replicate_count,heavy_atom_count,static_dielectric_const,static_dielectric_const_std,static_dielectric_const_count,static_dielectric_const_raw
*CC(*)CCCCCCCCCCCCCCCC,PI33,2,18,-0.9871406904929337,0.0006007644658234662,2,1.0124201379896176
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1004,5,57,-0.5476280844493618,0.0046491470554182275,5,1.135932372031575
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)C6CCC7C(=O)N(*)C(=O)C7C6C5=O)cc4)cc3)cc2)cc1,PI1068,5,45,-0.2898805813084872,0.01983493480436479,5,1.2083648108147071
*CC(*)c1ccc(Br)cc1,PI136,1,9,-0.6250041303310965,0.0,1,1.1141880849354306
*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,PI109,1,16,0.5620843522271305,0.0,1,1.447784774700703
*CC(*)OC(F)(C(F)(F)F)C(F)(F)F,PI371,1,13,-0.557343029780909,0.0,1,1.1332022692199712
*CC(C)C(*)(C)C,PI16,2,6,-0.9506872278448404,0.0011209145114763727,2,1.0226643233629598
*CC(*)CC1CCCCC1,PI25,1,9,-1.0053152393476785,0.0,1,1.007312709668138
*CC(*)C(=O)OC,PI411,1,6,0.9899425724686445,0.0,1,1.568021882598369
*CC(*)(C)C(=O)OC1CCCCC1,PI448,1,12,-0.6360583961803478,0.0,1,1.111081605048482
*CC(*)c1ccc(OC)cc1,PI178,1,10,0.6771224110351657,0.0,1,1.4801128750733734
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,PI469,2,15,1.191726462170085,0.08399574358557149,2,1.6247273756103944
*CC(*)C1CC=CCC1,PI67,3,8,-0.9824309757969715,0.00031580156209071094,3,1.0137436663157673
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1011,5,36,0.026056535108897067,0.012569662954325213,5,1.2971497478765956
*CC(*)CCc1ccc(C)cc1,PI282,1,11,-0.9321069553237259,0.0,1,1.0278857685197882
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,PI435,1,15,0.8207857793969603,0.0,1,1.5204852860858549
*CC(*)c1ccc(CCCCCCCCCCCC)cc1,PI128,2,20,-0.9628137163417663,2.5627383528868604e-05,2,1.019256526488094
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,PI546,1,30,-0.24773135381527578,0.0,1,1.2202096252278645
*CC(*)C(=O)Oc1ccc(C#N)cc1,PI476,2,13,0.7881297099493073,0.03273197607633296,2,1.5113082476185917
*/C=C/C(C*)OC,PI279,3,6,1.2963120588431774,0.11263050136595544,3,1.6541181155256544
*CC(*)OC(=O)C1CCCC1,PI378,1,10,-0.14460249349402152,0.0,1,1.2491909917628128
*CC(*)CCCCCCCCCCCCC,PI61,1,15,-0.9725076070714141,0.0,1,1.0165323404599491
*CC(*)c1ccc(Cl)c(Cl)c1,PI208,1,10,-0.26703478206133346,0.0,1,1.214784958188615
*CC(*)OCC,PI254,1,5,-0.047449047670632225,0.0,1,1.276493141857073
*CC(*)C1CCCCC1,PI24,1,8,-1.0200688884317168,0.0,1,1.0031666257251897
*CC(*)CCCCCCCC,PI12,1,10,-0.9831417252589947,0.0,1,1.013543930852685
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,1.0826697765587074,0.013563688703252145,2,1.59408016619739
*c1c(C)cc(C(c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)c2cccc3ccccc23)cc1C,PI1001,5,49,-0.5275638160038086,0.006532999927854546,5,1.1415708510787088
*CC(*)c1ccc(Oc2ccccc2)cc1,PI183,1,15,-0.29470555211828214,0.0,1,1.2070088931101626
*c1ccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c5)cc4)cc3C2=O)cc1,PI1079,4,45,-0.24100789680400295,0.05162913812584043,4,1.2220990572590018
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,PI467,3,15,1.1054264172215549,0.010788932668316717,3,1.6004752581444903
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,-0.9300031913369402,0.0002887442865839865,2,1.028476970197128
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,-0.49606369267360867,0.0,1,1.1504230445120969
*CC(*)c1ccc(C(=O)CCC)cc1,PI168,2,13,2.048173793185467,0.0007283355108559498,2,1.8654069869307914
*CC(*)c1ccc(I)cc1,PI176,1,9,-0.7346631399956556,0.0,1,1.0833716098667825
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,-0.03266833581559167,1.3715835605508406,5,1.2806468310046502
*CC(*)c1ccc(C(C)CC)cc1,PI123,1,12,-0.9567006113436877,0.0,1,1.0209744368389313
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)-c1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1C3)C2=O,PI959,5,44,-0.3988601189617949,0.0020526396875200793,5,1.1777392815913537
*CC(*)OC(C)C,PI274,1,6,-0.17243756528238635,0.0,1,1.2413687544617094
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,PI1032,3,40,-0.2904841623119604,0.0016337324326760362,3,1.2081951919297442
*c1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI985,4,38,-0.27867734071938643,0.01779733003019965,4,1.2115131557191356
*CC(*)Cc1cc(C)cc(C)c1,PI293,2,11,-0.8966406928133889,0.0009774843602985085,2,1.0378525300086179
*CC(*)c1ccccc1C(=O)O,PI97,1,11,0.16819896977119228,0.0,1,1.3370947447114818
*CC(C)O*,PI525,1,4,0.09200427275471626,0.0,1,1.315682441352606
*CC(*)CCCCCCC,PI11,1,9,-0.979857064564611,0.0,1,1.0144669892015346
*C(C)C(*)O,PI297,2,4,3.998703103851854,0.0185936151380362,2,2.4135465156087044
*CC(*)CCCCCCCCCCCC,PI32,2,14,-0.98976393135691,0.0022761836275356955,2,1.0116829524457114
*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],PI240,2,8,-0.917555699733233,0.002645264694744683,2,1.0319749756582954
*C(C)C(*)OCCC,PI289,1,7,-0.5735653447559365,0.0,1,1.1286434594467214
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1111,3,52,-0.37435629632591705,0.011208140801759534,3,1.1846253682125532
*CC(*)C(=O)OCCCCCCCC,PI421,1,13,-0.23962521902466477,0.0,1,1.2224876186316176
*CC(*)(C)C(=O)OC(C)C,PI440,1,9,-0.4845625624052241,0.0,1,1.1536551026463178
*Oc1ccc2ccc(OC(=O)Oc3ccc(OC(*)=O)cc3)cc2c1,PI816,1,24,0.6585476587462002,0.0,1,1.4748929812172262
*CC(*)c1ccc(OCC)cc1,PI179,2,11,1.3581695839273447,0.07945262050966244,2,1.6715013737312097
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,PI269,1,28,0.8317635007772991,0.0,1,1.523570255376227
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,PI430,1,13,0.8502875015433229,0.0,1,1.528775886993036
*CC(*)c1ccc(Cl)cc1C,PI190,2,10,-0.5947928518061965,0.0048281263427681145,2,1.1226780860242829
*CC(*)CCCCCC,PI30,1,8,-0.9862192211605214,0.0,1,1.0126790901431677
*CC(*)c1ccc(OC(C)=O)cc1,PI232,1,12,3.7179515009042716,0.0,1,2.334649443683812
*CC(*)(C)C(=O)OCc1ccccc1Cl,PI452,1,14,-0.24421043756136634,0.0,1,1.2211990763298697
*CC(*)c1ccccc1COCCC(C)C,PI91,2,15,-0.01695273421280872,0.1365107369891243,2,1.2850632437231528
*CC(*)OC(=O)CCCC(=O)c1ccccc1,PI333,1,16,1.8860787319952117,0.0,1,1.8198548847624376
*CC(*)c1cc(C)cc(C)c1,PI205,1,10,-0.9083106081312805,0.0,1,1.0345730397456006
*CC(*)c1ccc(C(C)(C)O)cc1,PI139,1,12,2.3795222664056532,0.0,1,1.9585228375595665
*CCCC(*)(C)C,PI17,1,6,-0.9347490007393923,0.0,1,1.0271432985035882
*CC(*)c1ccccc1C(=O)OCC,PI99,2,13,-0.009737114221793715,0.0763038401144519,2,1.2870909838444446
*CC(*)OC(=O)c1cccc(Br)c1,PI334,1,12,-0.17556898481410046,0.0,1,1.240488760084378
*C(F)(F)C(*)(F)c1ccccc1,PI215,1,11,-0.507730244626213,0.0,1,1.147144499425065
*CC(*)c1cc(Br)ccc1OCC,PI199,1,12,-0.29525720953772,0.0,1,1.206853865838217
*CC(*)c1cccs1,PI373,1,7,-0.5979305444816562,0.0,1,1.1217963287623656
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1052,5,68,-0.4736933149634908,0.023400930942152023,5,1.1567095884913727
*CC(*)c1ccccc1C(=O)OC(C)C,PI101,2,14,-0.3490621347583255,0.024353011768056175,2,1.1917335566023117
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI976,5,39,0.24637037192925174,0.006810550885700726,5,1.3590625435549513
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,PI166,1,17,-0.32686947707871267,0.0,1,1.1979701575362691
*CC(*)OC,PI253,1,4,0.13029596315155886,0.0,1,1.3264432071671095
*CC(*)c1ccc(C(C)=NO)cc1,PI138,2,12,0.29260183139575785,0.12452680687131772,2,1.3720545505263333
*CC(*)C(C)CC,PI35,1,6,-0.9924937112556074,0.0,1,1.0109158272049452
*CC(*)OC(C)(C)C,PI272,1,7,-0.6469982376656516,0.0,1,1.1080072808008157
*CC(*)c1ccncc1,PI226,1,8,-0.461020750941874,0.0,1,1.1602708440090233
*CC(*)c1ccccc1C(=O)OC,PI98,1,12,0.1667322959516509,0.0,1,1.3366825786949184
*CC(*)c1ccc(CC)cc1,PI119,1,10,-0.9529682676735853,0.0,1,1.0220233034665724
*CC(*)c1ccc(C(C)C)cc1C(C)C,PI188,2,14,-0.9035207629212734,0.0014752497311146565,2,1.0359190864220058
*c1ccc(-c2sc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,PI993,5,45,-0.4802441571321917,0.004436012441556444,5,1.1548686648409774
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,PI971,5,48,-0.553401889574471,0.005392434244436687,5,1.1343098120409876
*CC(*)c1ccc(C)nc1,PI228,1,9,-0.43713354903504337,0.0,1,1.1669836473096673
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI968,4,37,0.18968410865558233,0.012390168676088133,4,1.3431325180672924
*CC(OC)C(C(=O)O)C(*)C(=O)O,PI388,1,12,0.7483275501436925,0.0,1,1.5001230083110322
*CC(*)c1c(C)cc(C)cc1C,PI210,1,11,-0.8889920926204592,0.0,1,1.040001946621776
*CC(*)(C)CCC,PI45,1,6,-0.9709999065302677,0.0,1,1.0169560358432956
*CC(*)C1CCC(C)CC1,PI66,1,9,-0.9886767360923548,0.0,1,1.0119884770521017
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,PI165,1,15,0.13504199341607573,0.0,1,1.3277769409275084
*CC(*)(C)C(=O)OCC(C)C,PI443,1,10,-0.45648295303347336,0.0,1,1.1615460601224876
*CC(*)CCCC,PI6,1,6,-0.9702513609622541,0.0,1,1.0171663928026098
*/C=C/CCC*,PI58,1,5,-0.6016331464801269,0.0,1,1.1207558201664551
*C(C)C(*)OC,PI288,1,5,-0.27448783037983104,0.0,1,1.212690495741845
*CC(*)OC(=O)c1cccnc1,PI368,1,11,0.5743647584860339,0.0,1,1.4512358256856426
*CC(*)c1ccccc1C(=O)OCC(C)C,PI103,1,15,-0.3528311959876202,0.0,1,1.190674371572645
*C=CC(C*)OC,PI303,3,6,1.1141446478413681,0.0348808204386364,3,1.602925263277311
*CC(*)N1Cc2ccccc2N1,PI229,2,11,-0.6495317978176867,0.007759941450226003,2,1.1072952974125019
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,PI468,1,16,0.482405564777193,0.0,1,1.4253933690655245
*CC(*)c1ccc(CCCCCCCCCC)cc1,PI127,2,18,-0.9423560053662768,0.0012925572678463282,2,1.0250055711143973
*CC(*)c1ccc(C(C)C)cc1,PI120,1,11,-0.8972462489144196,0.0,1,1.037682356079935
*CC(*)C(=O)N1CCOCC1,PI462,1,10,0.10188816447088543,0.0,1,1.3184600216315476
*CC(*)c1ccc(-c2ccccc2)cc1,PI132,1,14,-0.9185276213240936,0.0,1,1.0317018453649884
*CC(*)C(=O)OCCCCCCC,PI420,1,12,-0.0820402411546271,0.0,1,1.2667722930653953
*CC(*)c1cccc(Cl)c1,PI116,2,9,-0.6276542924488311,0.003025989934828247,2,1.1134433339562009
*CC(*)OC(=O)C(F)(F)C(F)(F)F,PI352,1,12,0.05958933556477571,0.0,1,1.3065731660926778
*CC(*)C(=O)c1ccc(OC)cc1,PI327,1,12,1.8063910003172003,0.0,1,1.7974609656121152
*C=CCC(C)(CC*)C(=O)OC,PI280,1,11,0.2377685307220088,0.0,1,1.356645246281172
*CC(*)(C)C(=O)Oc1ccccc1,PI449,1,12,-0.35685158248857374,0.0,1,1.189544558885553
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,-0.5372345714052378,0.003835617199093017,2,1.138853166561634
*CC(*)C(=O)c1ccccc1O,PI302,1,11,0.6466063553003989,0.0,1,1.4715372252145926
*Cc1cc(*)c(O)cc1C,PI1138,1,9,1.2529295398734739,0.0,1,1.6419267204151704
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,PI991,5,39,0.6053884119221222,0.03797455444655244,5,1.4599541211141356
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,2.0952491185974056,0.0,1,1.8786361378810243
*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,PI298,1,15,-0.29364211778286115,0.0,1,1.2073077403985422
*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,PI238,2,16,0.230194283958909,0.0321641901504631,2,1.354516724536786
*CC(*)(C)C(=O)OCCCCCCCC,PI446,1,14,-0.6773985457397025,0.0,1,1.099464158455384
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,PI431,1,14,-0.16201055937694323,0.0,1,1.2442989611862516
*CC(*)CNc1ccc([N+](=O)[O-])cn1,PI393,3,13,1.2688464654658194,0.07886721843878901,3,1.646399709385128
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],PI396,1,16,2.3278201245992265,0.0,1,1.9439934544395912
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,PI966,5,45,-0.07120797317915957,0.007626380381389406,5,1.2698163869070598
*CC(*)(C)C(=O)OCCCC,PI441,1,10,-0.5755866183595408,0.0,1,1.1280754392922177
*CC(*)Cc1ccccc1C,PI295,1,10,-0.9096956461755631,0.0,1,1.034183815089174
*CC(*)OC(=O)CCCCC,PI385,1,10,-0.15765720634182193,0.0,1,1.245522344432938
*CC(*)OCC(F)(F)F,PI376,2,8,3.2031666065602296,0.3238829550409644,2,2.1899841224229646
*C=CCCCCCCCC*,PI53,2,10,-0.6888616234280291,0.001473477242453323,2,1.0962427938919717
*CC(*)C(=O)OCc1ccccc1,PI473,1,12,-0.122819952797072,0.0,1,1.2553123412476632
*CC(*)(C)c1ccccc1,PI213,1,9,-0.9178813438349687,0.0,1,1.0318834628553522
*CCC(C)C(*)C,PI51,2,6,-0.9938615044308698,0.00033332556809232094,2,1.0105314487173638
*/C=C\CCCC*,PI60,2,6,-0.41862269566928334,0.08018831249264062,2,1.172185584232044
*CC(*)Cc1ccc(C)c(C)c1,PI292,2,11,-0.9160042478471665,0.002421784610172133,2,1.032410966084558
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,3.465014463562551,0.0,1,2.263568846393884
*/C=C/CC*,PI46,2,4,-0.3865963885645214,0.04154212119686384,2,1.1811856463104247
*c1cccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C4(CC(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc64)CC5(C)C)cc3C2=O)c1,PI986,3,51,-0.38966102841363176,0.000965409791007866,3,1.1803244184205013
*c1cccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)c1,PI953,1,29,-0.017437361237622732,0.0,1,1.2849270533939363
*C(CC)C(*)CC,PI62,1,6,-1.0035808154428145,0.0,1,1.0078001190582666
*CC(*)SCCCC,PI307,2,7,-0.11266302834129159,0.03619794113099984,2,1.2581666494365038
*CC(*)c1ccccc1C(=O)OCCN(C)C,PI108,2,16,-0.1600178135867248,0.01668254771310478,2,1.2448589644285777
*CC(*)OC(=O)c1ccncc1,PI354,2,11,-0.17386432046554445,0.01651336166788187,2,1.2409678064168077
*CC(*)c1cc(C)ccc1F,PI197,2,10,-0.6946506790488577,0.01172162096583915,2,1.094615948193146
*CC(*)SC,PI317,2,4,0.9433149921945444,0.07578517938829815,2,1.5549185573957833
*CC(*)OC(=O)c1ccccc1C,PI360,1,12,-0.1069820695485901,0.0,1,1.2597631176659436
*CC(*)c1ccc(C(C)(O)CC)cc1,PI140,2,13,2.04026940999353,0.09711335452393288,2,1.8631856899455963
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,PI1069,5,41,-0.2528709025192252,0.009914738323724115,5,1.21876530455614
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,-0.3586099670099056,0.014660392704076692,5,1.1890504160610968
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1003,1,58,-0.6229114612430715,0.0,1,1.1147761687141855
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1097,2,45,0.4123470822159357,0.024631860358830866,2,1.4057054702982419
*CC(*)c1nc(C)nc(C)n1,PI383,1,10,-0.6318607593118292,0.0,1,1.112261228795784
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,PI472,1,17,-0.2829154842219356,0.0,1,1.2103221487605358
*C=CC(C)C(*)C(=O)OC,PI268,2,9,0.41462715256057264,0.0017187997316034812,2,1.4063462177493196
*CC(*)CCC,PI4,2,5,-0.994461232262946,0.000480070602901146,2,1.0103629126541467
*CC(*)NC(=O)OC(C)(C)C,PI348,2,10,0.7750913711770205,0.007737438088898247,2,1.5076442017463754
*CC(*)c1ccc(OCCCC)cc1,PI181,2,13,0.14382938820481553,0.05047172399695274,2,1.3302463826382618
*CC(*)P(=O)(OCC)N(C)C,PI381,3,10,0.6516793071720078,0.022527921872146445,3,1.472962830783657
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,PI311,1,13,-0.8379544661848479,0.0,1,1.0543445870252148
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,PI1036,1,48,-0.35809081726871717,0.0,1,1.1891963079956052
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI1112,3,54,-0.3797109525630388,0.009767645620325288,3,1.1831205978253574
*c1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1084,4,47,-0.42242730008262347,3.4591342197834827,4,1.1711164108243286
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,PI687,1,30,-0.36254407441658326,0.0,1,1.1879448496038936
*CC(*)OC(=O)c1ccccc1Cl,PI337,1,12,0.4084706619973146,0.0,1,1.404616115147323
*CC(*)c1ccc(OCCC(C)C)cc1,PI182,1,14,0.028701987030993324,0.0,1,1.2978931751923444
