smiles_list,monomer_ID,replicate_count,heavy_atom_count,isentropic_bulk_modulus,isentropic_bulk_modulus_std,isentropic_bulk_modulus_count,isentropic_bulk_modulus_raw
*CC(*)N1Cc2ccccc2N1,PI229,2,11,0.30052265279844786,354723524.80501074,2,3126707189.3147144
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(CC)c2)cc1CC,PI1118,2,23,-0.12334567826966024,367519528.4799504,2,2801662523.7915516
*CC(*)c1ccc(OC)cc1,PI178,1,10,-0.3139951839812271,0.0,1,2655462394.4730554
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C)CCCCCCCCC(*)(C)C)cc5C4=O)cc3)cc1)C2=O,PI989,4,49,1.3646739573429947,192395357.9316393,4,3942754719.877077
*CC(*)C=O,PI242,1,4,3.421845187168207,0.0,1,5520302475.420451
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(c8ccccc8)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1025,2,72,1.5924129185740168,41728364.99791279,2,4117397006.2998285
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4c3)cc1)C2=O,PI1049,5,55,0.3006227053952045,93294701.85750537,5,3126783914.9402537
*CC(*)C(=O)Oc1ccccc1,PI463,1,11,0.9326672403420189,0.0,1,3611469109.3727655
*CC(*)c1ccc(C(=O)OC)cc1,PI160,2,12,-0.824354543340657,282435243.53105164,2,2264091831.7287817
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,PI958,2,55,2.075083187128019,461938554.944153,2,4487534109.028792
*CC(*)C(=O)c1ccc(OC)cc1,PI327,1,12,0.03323713448067858,0.0,1,2921738510.286829
*c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc1-2,PI676,1,29,0.6472032204452363,0.0,1,3392560193.4072137
*CC(*)(C)C(=O)OCCCCCCCC,PI446,1,14,-0.49972460009047287,0.0,1,2513035250.211264
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,PI1088,1,40,1.826276241033604,0.0,1,4296735776.987082
*/C=C/CCCCCCCCCC*,PI55,1,12,-0.17583156916944756,0.0,1,2761413565.325567
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,PI586,1,30,0.1757572640879361,0.0,1,3031030487.2122416
*CC(*)OC(=O)CC(C)(C)c1ccccc1,PI363,1,15,0.9639682563019067,0.0,1,3635472384.7238135
*c1c(C)cc(C(c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)c2cccc3ccccc23)cc1C,PI1001,5,49,-0.8338138825811215,312886436.7427785,5,2256837909.85229
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,PI984,5,60,0.1207312900798723,156095412.47752172,5,2988833658.6087303
*CC(*)c1ccc(COCCC)cc1,PI149,1,13,-0.24681445994221346,0.0,1,2706980128.576565
*CC(*)c1ccc(CCCC)cc1,PI121,2,12,-0.82045834360806,150734561.63216206,2,2267079643.853604
*C(F)(F)C(*)(F)OC(F)C(F)F,PI405,1,11,-0.42519832370443283,0.0,1,2570185942.54901
*CC(*)OC(C)=O,PI259,2,6,0.24645293395737658,632191404.0369704,2,3085243667.7740984
*CC(*)(C)C,PI13,1,4,1.8257109157733502,0.0,1,4296302255.662976
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,PI346,1,15,-0.6183912224216214,0.0,1,2422035404.8885574
*CC(*)c1ccc(COCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)cc1,PI234,1,31,1.2542646994615925,0.0,1,3858087058.558085
*CC(*)C(=O)OCCCCCCCCCCCCCC,PI423,1,19,-0.8095091344988081,0.0,1,2275476076.7828856
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,-0.4195273255351872,154186481.85993978,2,2574534764.029633
*CC(*)C(=O)C(C)(C)C,PI299,1,8,-0.08179676402689251,0.0,1,2833524429.8199143
*CC(*)OC(=O)CCCCCCC,PI370,1,12,-0.4412076367849479,0.0,1,2557909154.1359696
*CC(*)(C)C(=O)Oc1ccccc1,PI449,1,12,-0.03567616468735564,0.0,1,2868892145.8940806
*/C=C/CCC*,PI58,1,5,-1.2127182135272154,0.0,1,1966274018.92112
*CC(*)C(=O)C1CCCCC1,PI300,1,10,-0.007640430552639581,0.0,1,2890391430.357139
*CC(*)c1ccccc1COCCC,PI87,2,13,-0.8021228860946519,90986263.72758937,2,2281140242.9071865
*CC(*)OC(=O)c1ccc(OC)cc1,PI359,2,13,-0.11607278540397313,434832795.4725856,2,2807239762.8906746
*CC(*)c1ccc(C)nc1,PI228,1,9,-0.22993779272282427,0.0,1,2719922050.039885
*CC(*)Cc1cc(C)cc(C)c1,PI293,2,11,-0.31399055799516723,72926915.0826316,2,2655465941.923953
*CC(*)c1ccc(O)cc1,PI231,1,9,1.7233064649368448,0.0,1,4217773103.9654255
*CC(*)C(C)CC,PI35,1,6,-0.8536680681846684,0.0,1,2241612669.734734
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,0.018536363332272796,1252553605.0394347,2,2910465181.069652
*CC(*)OC(=O)c1ccccc1C,PI360,1,12,0.960462551630201,0.0,1,3632784024.874975
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(C(C)(C)C)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1014,5,70,0.9835638812861538,302799121.95306385,5,3650499346.876592
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,PI367,1,13,0.29443749034088995,0.0,1,3122040764.7420487
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,PI467,3,15,1.1192278480763656,232779990.8308764,3,3754533655.3557134
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI963,3,53,1.7092314914673379,553885915.9965011,3,4206979669.5229073
*CC(*)c1ccc(COCCO)cc1,PI148,1,13,1.3579846736373204,0.0,1,3937625023.163899
*CC(*)C(=O)Oc1ccc(C#N)cc1,PI476,2,13,1.8906327827952516,223129480.7478614,2,4346087778.67692
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,PI165,1,15,-0.1687607617414526,0.0,1,2766835834.617589
*c1ccc(Oc2c(C)cc(-c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4C(F)(F)F)c(C)c3)cc2C)c(C(F)(F)F)c1,PI1075,5,68,0.10219756597718076,141846531.67918772,5,2974621018.2430835
*CC(*)CC(C)C,PI7,1,6,-0.4458689023042024,0.0,1,2554334649.082
*CC(*)c1ccc(CCCCCCCCCC)cc1,PI127,2,18,-0.2917726247237404,117033060.98939228,2,2672503828.8324385
*C1CC(*)(C#N)C1,PI290,1,6,0.3604542763526929,0.0,1,3172665929.575778
*C(C)C(*)OCC,PI286,1,6,-1.0618260357910936,0.0,1,2081986125.363954
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,0.21335290812849814,0.0,1,3059860816.4597664
*CC(*)c1ccncc1,PI226,1,8,0.6426301699779574,0.0,1,3389053336.323054
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,1.3199031780260626,0.0,1,3908422117.222822
*CC(*)c1nc(C)nc(C)n1,PI383,1,10,-0.4414792621094795,0.0,1,2557700857.4638934
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(c%10ccccc%10)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1039,2,84,0.37421986637122734,411394544.2463264,2,3183222112.41687
*CC(*)c1ccc(C(O)CCN(C)C)cc1,PI144,2,15,0.6998987680391393,612521813.0551248,2,3432969927.7203627
*CC(*)c1cc(Br)ccc1OC(C)C,PI202,1,13,-1.1442810346258718,0.0,1,2018755269.0991657
*CC(CCl)O*,PI526,1,5,1.501093960697885,0.0,1,4047368797.2001457
*CC(*)C(C)c1ccccc1,PI28,2,10,-1.1234243843121159,204597342.91055167,2,2034749252.2025626
*CC(*)SCC,PI309,3,5,-0.11259362244616304,414193899.15730613,3,2809907769.148826
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,PI311,1,13,-1.7560989753227847,0.0,1,1549580897.440473
*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,PI157,2,16,-0.36377462006751615,53478932.698042445,2,2617288888.771825
*CC(*)c1ccc(C(C)(O)CCCCC)cc1,PI143,2,16,-0.8911727739351633,724129773.9495213,2,2212852076.78009
*CCC=C(*)CCC,PI77,1,7,-0.47372466046681894,0.0,1,2532973379.7178893
*CC(*)CCCCCCCCCCCCC,PI61,1,15,-0.16467829243118126,0.0,1,2769966488.111144
*CC(*)c1ccccc1C(=O)OC(C)C,PI101,2,14,-0.7015831544512374,9037218.728174016,2,2358239429.2546825
*CC(*)c1ccc(C(=O)CCCC)cc1,PI169,3,14,0.06404823453595027,333026264.71219754,3,2945366092.198008
*CC(*)c1ccccc1C(=O)OC,PI98,1,12,-0.6594684407026535,0.0,1,2390535220.283743
*/C=C\CC*,PI47,1,4,-0.6492498655488955,0.0,1,2398371364.4339952
*CC(*)CCCC(C)(C)C,PI41,1,9,-0.23186230324749832,0.0,1,2718446233.5328765
*CC(*)OC1CCCCC1,PI308,2,9,-0.0839557597995124,256475821.99215204,2,2831868797.616846
*CCCC=C(*)c1ccc(OC)cc1,PI389,2,13,0.2188166026646197,357638186.07567656,2,3064050666.5449076
*CC(*)c1ccc(C(=O)N(CC)CC)cc1,PI156,1,15,0.06801257232617577,0.0,1,2948406156.190988
*CC(*)CCCCCCCC,PI12,1,10,-0.700396613271142,0.0,1,2359149331.818155
*CC(*)C1CC=CCC1,PI67,3,8,-0.676175870892815,288592842.8098041,3,2377723078.7297187
*CC(*)c1ccccc1COCCCC,PI89,2,14,-0.6178926849764074,732840817.1849942,2,2422417709.781971
*CC(*)c1cccc2ccccc12,PI217,2,12,-0.5306219941531062,420305743.25502187,2,2489341493.4889383
*CC(*)OC(=O)C(C)(C(C)C)C(C)C,PI356,2,13,-1.0672078845023658,29263971.34412486,2,2077859038.9882307
*CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,PI658,1,26,1.769300615871634,0.0,1,4253043852.7117343
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI310,1,19,-1.5639294429347124,0.0,1,1696946663.647684
*CC(*)c1ccc(Br)cc1,PI136,1,9,-0.09234122219941034,0.0,1,2825438381.3265715
*CC(*)c1ccc(COCCOCC)cc1,PI133,2,15,-0.1260097651244222,178708446.59174648,2,2799619561.0194836
*CC(*)c1ccc(-c2ccccc2)cc1,PI132,1,14,-0.4039569788092463,0.0,1,2586474929.813804
*CC(*)c1ccc(COC(C)CC)cc1,PI152,1,14,-0.4317090244493604,0.0,1,2565193192.699962
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,-0.1422858189860457,0.0,1,2787138221.6607327
*CC(*)C(=O)c1ccc(Br)c(OC)c1,PI322,2,13,0.042767155094805706,236198767.24399436,2,2929046634.3807945
*C(c1ccccc1)C(*)[N+](=O)[O-],PI222,1,11,-3.308178179972046,0.0,1,359364434.06516963
*CC(*)c1ccccc1COC(C)C,PI88,1,13,-0.6611212202934406,0.0,1,2389267781.4356527
*CCCC(*)(C)C,PI17,1,6,0.6536981440144001,0.0,1,3397540844.4830265
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI1000,5,62,-0.33326655391790416,118978569.23539352,5,2640684088.248914
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1106,1,42,-1.3603636266296542,0.0,1,1853051703.403993
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,PI166,1,17,-1.3597707647913246,0.0,1,1853506341.233282
*Nc1ccc(*)cc1,PI1131,2,7,2.4171346104678806,2397845413.2767854,2,4749837240.312649
*C=CCCCCCCCCCC*,PI78,2,12,-0.41989702064662465,155302213.0589301,2,2574251262.2555327
*c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI972,5,52,-0.9478337729849355,335076550.41427785,5,2169401424.456215
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1108,2,42,1.0931465574569035,78051544.95913602,2,3734533141.6007633
*C=CCCCCCCCC*,PI53,2,10,-0.33526732185212926,51108881.13750048,2,2639149793.5250525
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1052,5,68,-1.9969326686131186,398758446.16616404,5,1364896877.5586336
*CC(*)C1CCCCC1,PI24,1,8,-0.20005902667556397,0.0,1,2742834668.898679
*C(C)C(*)C,PI49,1,4,-0.6404479384205046,0.0,1,2405121147.915572
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,PI970,4,37,-0.045961566813520476,876923675.7661151,4,2861004755.2851954
*c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,PI1110,1,42,0.632810856642131,0.0,1,3381523367.2619824
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,0.16995770464356103,0.0,1,3026583078.142948
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1072,5,58,0.5198243488747872,478549135.3766532,5,3294879334.3536468
*CC(*)OCC(C)(C)C,PI276,1,8,-1.1743504483769784,0.0,1,1995696451.492819
*CC(*)C(=O)NC(C)C,PI456,1,8,-0.9985140365348197,0.0,1,2130537116.588046
*CC(*)C(=O)c1ccc(C(C)C)cc1,PI326,2,13,-0.864805792248214,341066464.64933354,2,2233071673.5631123
*CC(*)OCCOC,PI375,2,7,-0.002727163772044913,0.0,1,2894159183.3131104
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,-0.27188816033757884,246046516.59029263,2,2687752288.3227243
*CC(*)c1ccc(C(C)=NO)cc1,PI138,2,12,0.7074207273494403,184864561.09768578,2,3438738164.1487236
*CC(*)C(C)=O,PI246,1,5,1.3671359444802813,0.0,1,3944642701.891551
*C=CC(C)C(*)C(=O)OC,PI268,2,9,-0.25140492191128533,145128291.5489543,2,2703459919.4314895
*C(C)C(*)OCCCC,PI284,1,8,-1.083139248541718,0.0,1,2065642026.024677
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1055,5,60,-1.2123384842257767,496469973.31041807,5,1966565215.4430788
*CC(*)C(=O)OC,PI411,1,6,-0.26641457728986906,0.0,1,2691949721.441808
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,-0.25095915673459235,343857167.20441777,2,2703801755.756923
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,PI158,1,18,1.4298506815191019,0.0,1,3992735680.842793
*CC(*)C(C)C,PI5,3,5,-0.5164975284780339,590111067.7016857,3,2500172881.1735954
*CC(*)OC(=O)CC1CCCCC1,PI341,2,12,-0.5191417032527063,346078728.3682724,2,2498145188.0382004
*CC(*)c1c(C)cc(C)cc1C,PI210,1,11,-1.0553037732352888,0.0,1,2086987741.421383
*CCCCCCCC(*)C,PI19,1,9,-1.11727421709364,0.0,1,2039465525.865668
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,0.3052286498797564,0.0,1,3130315996.897466
*CC(*)c1cc(C(C)C)ccc1C(C)C,PI194,1,14,-1.4184351722931516,0.0,1,1808519369.2967496
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,-0.09245250545387779,0.0,1,2825353043.438422
*CC(*)CCCCCCCCCCCCCCCCCCCC,PI54,3,22,-0.40197289890954224,70915215.60802166,3,2587996427.269737
*CC(*)c1ccc(Oc2ccccc2)cc1,PI183,1,15,0.11952376348444617,0.0,1,2987907663.318326
*CCCCCCCCCCN1C(=O)C2C3C=CC(C4C(=O)N(*)C(=O)C34)C2C1=O,PI1080,3,28,1.6577197879277419,415506314.39753526,3,4167477769.474456
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,PI269,1,28,2.0151035340492824,0.0,1,4441538537.186836
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,PI687,1,30,-0.4580969997691011,0.0,1,2544957496.888424
*CC(*)c1ccccc1C,PI83,1,9,-0.2155509257839342,0.0,1,2730954660.898766
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,PI1067,3,36,1.5689635321962725,324338166.13116163,3,4099414775.986301
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI999,3,55,0.8643985634552067,559352397.7865064,3,3559117075.455853
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1004,5,57,-0.4726341945629425,400195142.2749049,5,2533809606.675673
*CC(*)(C)C(=O)OC(C)C,PI440,1,9,-0.4355885086895546,0.0,1,2562218198.899225
*c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,PI1114,1,66,1.0061506690412088,0.0,1,3667820090.9212914
*CC(*)c1ccc(COCCCCO)cc1,PI151,3,15,1.237135974874159,444082988.4568349,3,3844951846.167174
*CCCC=C(*)c1ccccc1,PI390,1,11,0.8306630875951019,0.0,1,3533246927.4323373
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1111,3,52,-0.9463484003097791,219392413.36645016,3,2170540486.822957
*CC(*)c1ccc(C(C)(C)C)cc1,PI122,1,12,-0.8410798670297526,0.0,1,2251265968.492929
*CC(*)CCCCCCCCCCCCCCCC,PI33,2,18,-0.27925613920643577,25963135.54572803,2,2682102132.244835
*CC(*)c1ccc(Cl)c(F)c1,PI209,2,10,-0.8106578509787787,101595203.00265206,2,2274595180.200987
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,PI1038,3,56,1.462956542066798,497863060.6355805,3,4018123006.528262
*CCC=C(*)C,PI522,1,5,-0.8541962593421291,0.0,1,2241207624.805625
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI983,1,60,0.9709528200667158,0.0,1,3640828517.811267
*CC(*)c1cccc(CC)c1,PI114,1,10,-0.9065641993178524,0.0,1,2201049117.34966
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,PI432,1,15,-1.3898215608441915,0.0,1,1830461800.663113
*CC(*)C(=O)c1ccc(Br)cc1,PI406,1,11,0.15888519952185173,0.0,1,3018092095.307028
*CC(*)CCCC,PI6,1,6,-0.7421196898770875,0.0,1,2327153868.873796
*C(F)(F)C(*)(F)F,PI513,1,6,0.2595093435159975,0.0,1,3095256013.5117974
*OC(C)COC(*)=O,PI1116,2,7,0.6650863281894244,16528447.179583047,2,3406273906.721385
*CC(*)Cc1ccccc1C,PI295,1,10,-0.5488491442222938,0.0,1,2475363950.3147407
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1056,5,56,-1.4752050144579405,224085362.6240515,5,1764985250.3127778
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI1071,5,49,-0.7839421106460844,338473571.126459,5,2295082223.5683503
*CC(*)CNc1ccc([N+](=O)[O-])cn1,PI393,3,13,2.6625106496004425,561192803.373734,3,4938004571.3474045
*CC(*)c1c(Cl)cccc1Cl,PI186,2,10,-0.9724451614680231,264453811.5782502,2,2150528109.4402356
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,PI397,1,62,1.374261856770156,0.0,1,3950107228.507571
