smiles_list,monomer_ID,replicate_count,heavy_atom_count,bulk_modulus,bulk_modulus_std,bulk_modulus_count,bulk_modulus_raw
*CC(*)CCCCCCCCCCCCCCCC,PI33,2,18,-0.3939163496811066,15449596.002301741,2,2530915324.07986
*CC(*)c1ccc(Cl)c(Cl)c1,PI208,1,10,-2.1266193056320644,0.0,1,1209267910.8243654
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,PI1038,3,56,1.5160134514172787,566189427.0261669,3,3987745401.302115
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,PI436,1,16,-0.6394392500726668,0.0,1,2343638731.1225867
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,0.18035690426498874,1720105290.1483862,3,2968951606.0478325
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,1.2121029057158779,0.0,1,3755932680.484727
*CC(*)c1ccc(C(C)(O)CC)cc1,PI140,2,13,-0.12078014715479303,137391817.91575676,2,2739254413.186573
*CC(*)C(=O)c1ccc(Br)cc1,PI406,1,11,0.16670285064433438,0.0,1,2958536754.162106
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCCCCCCCCCC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1044,1,72,-0.036236148422605884,0.0,1,2803741725.825424
*C(F)(F)C(*)(F)F,PI513,1,6,0.2987298388715059,0.0,1,3059242490.7519
*OC(C)COC(*)=O,PI1116,2,7,0.6021481518246007,7246764.325748527,2,3290679753.0198097
*CC(*)Cc1ccccc1C,PI295,1,10,-0.5102993495011536,0.0,1,2442142294.559252
*CC(*)c1ccccc1C(=O)OCCN(C)C,PI108,2,16,-0.18001693638804558,107122631.69147338,2,2694070586.9624634
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1011,5,36,0.6703016576799886,482664838.7822388,5,3342664950.141281
*CC(*)CNc1ccc([N+](=O)[O-])cn1,PI393,3,13,2.3761319534576013,541711414.1920452,3,4643814803.971824
