smiles_list,monomer_ID,replicate_count,heavy_atom_count,isentropic_compressibility,isentropic_compressibility_std,isentropic_compressibility_count,isentropic_compressibility_raw
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4c3)cc1)C2=O,PI1049,5,55,-0.48123360634807394,9.336792720274523e-12,5,3.198703725419339e-10
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,-1.1369615221650808,4.4057675453256245e-12,2,2.5532074036029665e-10
*CC(*)c1ccc(C(=O)OC(C)C)cc1,PI163,2,14,0.29149816061975875,5.967876839471213e-11,2,3.9593782388826337e-10
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,PI958,2,55,-1.4547120485414886,2.3052894297533975e-11,2,2.240414870169898e-10
*CC(*)C(=O)c1ccccc1,PI321,1,10,-0.7823532741001221,0.0,1,2.90228255244192e-10
*c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc1-2,PI676,1,29,-0.7361069317425268,0.0,1,2.9478072939836836e-10
*CC(*)(C)C(=O)OCc1ccccc1,PI450,1,13,-0.13241044481329223,0.0,1,3.542084054827026e-10
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,PI1088,1,40,-1.35991475528629,0.0,1,2.3337330020327716e-10
*/C=C/CCCCCCCCCC*,PI55,1,12,-0.05095404628482998,0.0,1,3.6222694554638416e-10
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,PI586,1,30,-0.37731361819680054,0.0,1,3.3010022069949926e-10
*CC(*)OC(=O)CC(C)(C)c1ccccc1,PI363,1,15,-0.9362523820190732,0.0,1,2.750784795984916e-10
*c1c(C)cc(C(c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)c2cccc3ccccc23)cc1C,PI1001,5,49,0.7716044445419794,5.2900825375562155e-11,5,4.4319932257962085e-10
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,PI984,5,60,-0.3308695870748161,1.6996039944504438e-11,5,3.346721552681554e-10
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,0.22332544294162315,2.3427117363668883e-11,2,3.892269248327254e-10
*CC(*)c1ccc(CCC)cc1,PI233,2,11,0.8669884654338951,7.409326611954237e-11,2,4.5258889303417045e-10
*C(F)(F)C(*)(F)OC(F)C(F)F,PI405,1,11,0.22482220506277173,0.0,1,3.893742655849689e-10
*CC(*)OC(C)=O,PI259,2,6,-0.36710205776211424,6.787216981222843e-11,2,3.3110544322268296e-10
*CC(*)(C)C(=O)OC(C)(C)C,PI444,1,10,3.473567375231873,0.0,1,7.09179631084778e-10
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,PI346,1,15,0.4639927248096046,0.0,1,4.1291812990118237e-10
*CC(*)c1ccc(COCCCCCC)cc1,PI153,1,16,-0.15107357280317324,0.0,1,3.5237121353456867e-10
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,PI424,2,21,-0.03284792029371214,2.3017549730599863e-11,2,3.640093064079083e-10
*CC(*)c1ccc(COC)cc1,PI147,2,11,-0.09002467684610231,3.286926680737548e-11,2,3.583808460118044e-10
*CC(*)C(=O)C1CCCCC1,PI300,1,10,-0.21527614667142447,0.0,1,3.460511340803541e-10
*CC(*)OC(=O)CCCCCCC,PI370,1,12,0.24129808061228603,0.0,1,3.90996145149554e-10
*CC(*)(C)CCC,PI45,1,6,0.9390939560399584,0.0,1,4.5968693291416967e-10
*/C=C/CCC*,PI58,1,5,1.438413146119983,0.0,1,5.08839743528829e-10
*CC(*)C(=O)N1CCOCC1,PI462,1,10,-0.8870115996212139,0.0,1,2.799257254079942e-10
*CC(*)c1ccccc1COCCC,PI87,2,13,0.7282464738649045,1.7485257407025162e-11,2,4.3893117874764704e-10
*CC(*)OC(=O)c1ccc(OC)cc1,PI359,2,13,-0.06719184699423082,5.5849399810032365e-11,2,3.606285019877862e-10
*CC(*)c1ccc(C(O)CCN(C)C)cc1,PI144,2,15,-0.7228208064250402,5.2903771866832974e-11,2,2.960886110390247e-10
*CC(*)Cc1cc(C)cc(C)c1,PI293,2,11,0.09701042982238146,1.0284024923637501e-11,2,3.7679251806249243e-10
*CC(*)c1ccc(O)cc1,PI231,1,9,-1.316331497467256,0.0,1,2.3766362122459724e-10
*CC(*)C(C)c1ccccc1,PI28,2,10,1.288692083765977,4.973345384446441e-11,2,4.94101253262247e-10
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,0.12058484835332081,1.6275283688581843e-10,2,3.791131757748793e-10
*CC(*)OC(=O)c1ccccc1C,PI360,1,12,-0.9341288485674856,0.0,1,2.752875195065373e-10
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(C(C)(C)C)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1014,5,70,-0.9477602530869054,2.397950631865098e-11,5,2.7394564869911355e-10
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,PI367,1,13,-0.47590487671939263,0.0,1,3.2039493086746773e-10
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,PI468,1,16,-0.7754356152666987,0.0,1,2.9090922721821447e-10
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI963,3,53,-1.3158979493528953,3.749590979880648e-11,3,2.3770629955297093e-10
*CC(*)c1ccc(COCCCCO)cc1,PI151,3,15,-1.0865687670953788,2.964350812818799e-11,3,2.6028138596635677e-10
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,PI469,2,15,-0.8390917723899024,1.1799608925287053e-11,2,2.8464293684184746e-10
*CC(*)c1ccc(C(=O)OC)cc1,PI160,2,12,0.7947178940326088,5.5949888769010704e-11,2,4.454746026570445e-10
*c1ccc(Oc2c(C)cc(-c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4C(F)(F)F)c(C)c3)cc2C)c(C(F)(F)F)c1,PI1075,5,68,-0.31544772908283836,1.6800862894955982e-11,5,3.361902777041955e-10
*CC(*)CC(C)C,PI7,1,6,0.24763683821610055,0.0,1,3.9162013028415815e-10
*CC(*)c1ccc(CCCCCCCCC)cc1,PI126,1,17,0.6199336719321712,0.0,1,4.2826890350104677e-10
*C1CCC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC1,PI978,5,28,-1.392843703833787,2.676075117020837e-11,5,2.3013178574949543e-10
*C(C)C(*)OCC,PI286,1,6,1.1556062553209505,0.0,1,4.810003297427543e-10
*C(O)C(*)O,PI305,2,4,-2.2334385147123585,3.550504590911665e-11,2,1.473839195275745e-10
*CC(*)c1ccncc1,PI226,1,8,-0.7329098711244469,0.0,1,2.950954469542045e-10
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,-1.1307064063327903,0.0,1,2.559364918274655e-10
*CC(*)c1nc(C)nc(C)n1,PI383,1,10,0.24157630443662598,0.0,1,3.910235334078424e-10
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(c%10ccccc%10)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1039,2,84,-0.5120002851190335,4.0989703020697024e-11,2,3.1684171118680217e-10
*CC(*)c1ccc(C(C)CC)cc1,PI123,1,12,2.957751951059602,0.0,1,6.58402936817537e-10
*CC(*)c1cc(Br)ccc1OC(C)C,PI202,1,13,1.302029735076454,0.0,1,4.954142071040634e-10
*CC(CCl)O*,PI526,1,5,-1.2199408009522663,0.0,1,2.4715228848382486e-10
*CC(*)C(N)=O,PI455,1,5,-2.290876488818106,0.0,1,1.4172974496469214e-10
*CC(*)SCC,PI309,3,5,-0.11531937804668475,6.734680546622384e-11,3,3.558908442606853e-10
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,PI311,1,13,2.8261701196385376,0.0,1,6.45450066251651e-10
*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,PI157,2,16,0.15238430374736253,7.893439305894035e-12,2,3.822435033082195e-10
*CC(*)c1ccc(C(C)(O)CCCC)cc1,PI142,1,15,1.171580607267108,0.0,1,4.825728394950343e-10
*CCC=C(*)CCC,PI77,1,7,0.2803587449733077,0.0,1,3.9484126361478334e-10
*CC(*)CCCCCCCCCCCCC,PI61,1,15,-0.06266834800726749,0.0,1,3.6107379368383775e-10
*CC(*)c1ccccc1C(=O)OC(C)C,PI101,2,14,0.5794615402301273,1.4913584202731466e-12,2,4.2428484067261174e-10
*CC(*)c1ccc(C(=O)CCCC)cc1,PI169,3,14,-0.28101620619729817,4.5421398725196005e-11,3,3.3957970506286765e-10
*CC(*)c1ccccc1C(=O)OC,PI98,1,12,0.5282861010289266,0.0,1,4.192471479078384e-10
*/C=C\CC*,PI47,1,4,0.507653947159304,0.0,1,4.1721612572428574e-10
*CC(*)CCCC(C)(C)C,PI41,1,9,0.006509987614906265,0.0,1,3.6788368542649055e-10
*CC(*)OC1CCCCC1,PI308,2,9,-0.1277447716492086,3.221729335583574e-11,2,3.5466769275621463e-10
*CCCC=C(*)c1ccc(OC)cc1,PI389,2,13,-0.39071893590577944,3.8564974001449436e-11,2,3.2878060580051415e-10
*CC(*)c1ccc(C(=O)N(CC)CC)cc1,PI156,1,15,-0.28508384477785803,0.0,1,3.3917928810960155e-10
*CC(*)CCCCCCCC,PI12,1,10,0.5764485345520561,0.0,1,4.2398824142223767e-10
*CC(*)C1CC=CCC1,PI67,3,8,0.5430540161023283,5.109038121841132e-11,3,4.207008964262159e-10
*CC(*)c1ccccc1COCCCC,PI89,2,14,0.6710525235922934,1.3173478178232215e-10,2,4.333010258075941e-10
*CC(*)c1cccc2ccccc12,PI217,2,12,0.4095745658612924,6.881051832490568e-11,2,4.0756122491149805e-10
*CC(*)OC(=O)C(C)(C(C)C)C(C)C,PI356,2,13,1.1624846329484209,6.41499590720772e-12,2,4.816774348882725e-10
*CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,PI658,1,26,-1.341816351210312,0.0,1,2.3515490092211103e-10
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI310,1,19,2.3273361470113905,0.0,1,5.963450202774102e-10
*CC(*)c1ccc(Br)cc1,PI136,1,9,-0.13516655009758285,0.0,1,3.53937095419392e-10
*CC(*)c1ccc(COCCO)cc1,PI148,1,13,-1.1487765308749134,0.0,1,2.5415767493629025e-10
*CC(*)c1ccc(-c2ccccc2)cc1,PI132,1,14,0.1972199741207987,0.0,1,3.866571113938483e-10
*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,PI129,1,22,1.3484831615123072,0.0,1,4.999870665442094e-10
*CC(*)C(=O)c1ccc(CC)cc1,PI325,1,12,-0.0026068987415053604,0.0,1,3.6698622224587405e-10
*CC(*)C(=O)c1ccc(Br)cc1,PI406,1,11,-0.363582305400848,0.0,1,3.3145192644355835e-10
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,-0.8193267761492544,2.883759994830628e-11,4,2.865885963244328e-10
*CC(*)c1ccccc1COC(C)C,PI88,1,13,0.5223657961881404,0.0,1,4.1866435512037597e-10
*CCCC(*)(C)C,PI17,1,6,-0.7390159382070517,0.0,1,2.944943677950727e-10
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI1000,5,62,0.12250554258139405,1.6213570179256906e-11,5,3.793022482590072e-10
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1106,1,42,1.7517757287634894,0.0,1,5.396870491890185e-10
*CC(*)c1ccc(C(=O)OCCC)cc1,PI162,1,14,0.8207934988252295,0.0,1,4.480414762911802e-10
*Nc1ccc(*)cc1,PI1131,2,7,-1.2781717403089807,1.2198172407457298e-10,2,2.4142005469233856e-10
*CC(*)(C)C,PI13,1,4,-1.3654657766035991,0.0,1,2.328268595598004e-10
*c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI972,5,52,0.962455607512625,8.343299317450539e-11,5,4.619866459099743e-10
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1108,2,42,-1.0095190436444743,5.572533836903303e-12,2,2.6786613443974755e-10
*CC(*)(C(=O)OC)c1ccccc1,PI220,2,12,0.610290834595964,3.4663555624980606e-11,2,4.2731966588552754e-10
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1052,5,68,3.714214139642843,1.4855065877830876e-10,5,7.32868816421771e-10
*CC(*)C1CCCCC1,PI24,1,8,-0.02687387238326979,0.0,1,3.6459738964480096e-10
*C(C)C(*)C,PI49,1,4,0.494011194624229,0.0,1,4.1587313782207487e-10
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,PI970,4,37,-0.01201415972784049,1.3872586829054935e-10,4,3.6606017468581553e-10
*c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,PI1110,1,42,-0.7258082586708017,0.0,1,2.957945272598038e-10
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,-0.0850107588258205,0.0,1,3.588744143900773e-10
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1072,5,58,-0.6438874681041865,5.491949762664342e-11,5,3.038587819171877e-10
*CC(*)OCC(C)(C)C,PI276,1,8,1.3601263881776815,0.0,1,5.01133221802402e-10
*CC(*)C(=O)OC,PI411,1,6,0.043265627537376075,0.0,1,3.7150189807287457e-10
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,-0.37390167922938905,0.0,1,3.3043609080668877e-10
*CC(*)OCCOC,PI375,2,7,-0.21489183738823256,0.0,1,3.460889653549966e-10
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,0.06512994436154114,3.420635219549862e-11,2,3.736542139570385e-10
*CC(*)c1ccc(C(C)(O)CCCCC)cc1,PI143,2,16,1.1257692601806795,1.559213358205143e-10,2,4.780631861268536e-10
*CC(*)C(C)C,PI5,3,5,0.33344554418869454,1.4950632073860617e-10,3,4.0006711000685603e-10
*C=CC(C*)OC,PI303,3,6,0.012448231474956903,2.5348914101160924e-11,3,3.6846824412488537e-10
*C(C)C(*)OCCCC,PI284,1,8,1.1909455805633127,0.0,1,4.844791208555279e-10
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1055,5,60,1.4353329712043263,1.5473442947404142e-10,5,5.085365321616371e-10
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,PI431,1,14,0.07008220492322217,0.0,1,3.7414171279613525e-10
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,0.05886476574977478,4.7213577873990196e-11,2,3.7303747191329325e-10
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,PI158,1,18,-1.1860758868083554,0.0,1,2.5048593907139907e-10
*CC(*)C(C)CC,PI35,1,6,0.8012307872517425,0.0,1,4.4611572964217455e-10
*CC(*)OC(=O)CC1CCCCC1,PI341,2,12,0.3900269220630881,5.7826843745993716e-11,2,4.0563696152914744e-10
*CC(*)c1c(C)cc(C)cc1C,PI210,1,11,1.1396893345182209,0.0,1,4.794334734926276e-10
*CCCCCCCC(*)C,PI19,1,9,1.2588009384211074,0.0,1,4.911587791186913e-10
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,-0.46175034941358895,0.0,1,3.2178829770340025e-10
*CC(*)c1cc(C(C)C)ccc1C(C)C,PI194,1,14,1.8909655472241296,0.0,1,5.533888474018774e-10
*CC(*)c1ccc(COCCOCC)cc1,PI133,2,15,-0.0940456551397048,2.289468785240705e-11,2,3.5798502228125754e-10
*CC(*)CCCCCCCCCCCCCCCCCCCC,PI54,3,22,0.19914487051608187,1.0744012510496934e-11,3,3.868465975378818e-10
*CC(*)c1ccc(Oc2ccccc2)cc1,PI183,1,15,-0.33042111513288364,0.0,1,3.3471630269302056e-10
*CCCCCCCCCCN1C(=O)C2C3C=CC(C4C(=O)N(*)C(=O)C34)C2C1=O,PI1080,3,28,-1.2925786679478148,2.3986774832953585e-11,3,2.4000184165378657e-10
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,PI269,1,28,-1.4430522180213388,0.0,1,2.2518927675297832e-10
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,PI687,1,30,0.2611669284394088,0.0,1,3.929520277468592e-10
*CC(*)c1ccccc1C,PI83,1,9,-0.010106651335412309,0.0,1,3.662479491607839e-10
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,PI1067,3,36,-1.2525113495665618,2.1503246623492117e-11,3,2.439460547971175e-10
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI999,3,55,-0.8757101085339164,5.492633907356192e-11,3,2.810382403325421e-10
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1004,5,57,0.28274296929012244,7.821719043973117e-11,5,3.9507596584260775e-10
*CC(*)(C)C(=O)OC1CCCCC1,PI448,1,12,-0.37205450050650873,0.0,1,3.3061792644958207e-10
*c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,PI1114,1,66,-0.9607408313305552,0.0,1,2.7266784500809853e-10
*CC(*)c1ccc(COCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)cc1,PI234,1,31,-1.0968126071350732,0.0,1,2.5927298584987564e-10
*CCCC=C(*)c1ccccc1,PI390,1,11,-0.8554876412262236,0.0,1,2.8302893311079653e-10
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1111,3,52,0.9506069217684339,4.748479257971014e-11,3,4.6082026533020224e-10
*CC(*)c1ccc(C(=O)c2ccc(C)cc2)cc1,PI174,1,17,-0.8398695665974741,0.0,1,2.845663710455763e-10
*CC(*)CCCCCCCCCCCCCCCC,PI33,2,18,0.05745788468279399,3.6147177702990887e-12,2,3.7289897902133856e-10
*CC(*)c1ccc(Cl)c(F)c1,PI209,2,10,0.740458696405267,1.9673953970180155e-11,2,4.4013334576553055e-10
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,PI1038,3,56,-1.2023260663289483,3.830729284472141e-11,3,2.4888627694685323e-10
*CCC=C(*)C,PI522,1,5,0.8030467442034459,0.0,1,4.4629449182457164e-10
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI983,1,60,-0.9404435165988699,0.0,1,2.746659057412195e-10
