smiles_list,monomer_ID,replicate_count,heavy_atom_count,density,density_std,density_count,density_raw
*CC(*)OC(=O)CCCCCCC,PI370,1,12,-0.8377274605254942,0.0,1,0.95265125914
*CC(*)c1ccc(C(C)(C)O)cc1,PI139,1,12,-0.5768009370191055,0.0,1,1.004403069945
*CCCC(*)(C)C,PI17,1,6,-1.467145808531593,0.0,1,0.827813282435
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1037,3,46,0.2857125075841809,0.0074208057688886775,3,1.1754728101999998
*CC(*)c1ccc(C(C)(O)CC)cc1,PI140,2,13,-0.671873360435858,0.006204385181596217,2,0.9855465351499999
*CC(*)c1ccc(COCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)cc1,PI234,1,31,-0.21258864479570477,0.0,1,1.07664043925
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCCCCCCCCCC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1044,1,72,-0.18684243997459024,0.0,1,1.0817469064
*CC(*)OC(=O)CCCCC,PI385,1,10,-0.7203531253577786,0.0,1,0.975931124695
*CC(*)c1cc(C)ccc1C,PI192,1,10,-0.9398188193201099,0.0,1,0.932402598275
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,PI398,1,34,-0.3940192863506144,0.0,1,1.0406557332500002
*CC(*)c1ccccc1C(=O)OCCC,PI100,2,14,-0.2680970059716417,0.001626532697183276,2,1.0656309866
*CC(*)OC(C)=O,PI259,2,6,-0.03908561611340818,0.0021368565048471002,2,1.111052793325
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,PI431,1,14,2.0034243194652457,0.0,1,1.51616142825
*CC(*)c1ccc(C(=O)N(C)C)cc1,PI155,3,13,-0.3199060803405336,0.0022928570949022585,3,1.05535524545
*/C=C/CCCCCCCCCC*,PI55,1,12,-1.3419508606472235,0.0,1,0.85264427765
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,PI801,1,22,0.017798387904034072,0.0,1,1.1223350891
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,0.9048204486277311,0.0,1,1.29826583485
*C1CCC1*,PI72,2,4,-1.123426807777292,0.014958394469433782,2,0.89598604026
*CC(*)c1ccc(CCC)cc1,PI233,2,11,-0.8796271042572155,0.0028580736548852893,2,0.9443409409475
*CC(*)c1ccc(CCCCCCCCCCCC)cc1,PI128,2,20,-1.1270721875886656,0.0017507691807490007,2,0.8952630206
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1097,2,45,0.9272376120787403,0.0067448980152571,2,1.302712024475
*CC(*)c1ccc(I)cc1,PI176,1,9,3.0707447731090403,0.0,1,1.72785231135
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,PI158,1,18,-0.38524188783723856,0.0,1,1.0423966305
*CC(CCl)O*,PI526,1,5,1.1141293967375887,0.0,1,1.33977988615
*CCCC=C(*)c1ccccc1,PI390,1,11,-0.5679906271419776,0.0,1,1.00615049479
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,PI470,1,16,0.23470103953687688,0.0,1,1.1653552652
*CC(*)C(=O)c1ccccc1,PI321,1,10,-0.050047490044345194,0.0,1,1.1088786301999998
*CC(*)c1ccc(C(C)=O)cc1,PI218,1,11,-0.32118226739579364,0.0,1,1.0551021282500002
*CC(*)CC(C)C,PI7,1,6,-1.4808482755994925,0.0,1,0.825095553805
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C)CCCCCCCCC(*)(C)C)cc5C4=O)cc3)cc1)C2=O,PI989,4,49,-0.09552135976297563,0.0039007554111050585,4,1.0998594049000001
*CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,PI658,1,26,1.8238179608994793,0.0,1,1.4805385480500002
*CCCCCCCC(*)C,PI19,1,9,-1.4327660206208395,0.0,1,0.8346321226800001
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,PI1092,2,49,0.9445594300404998,0.0037652942891202392,2,1.306147610225
*CC(*)OC(=O)c1ccc(CC)cc1,PI344,2,13,-0.2663090173482357,0.003351836084817165,2,1.0659856138250001
*CC(*)c1ccc(CCCCCCCCC)cc1,PI126,1,17,-1.0831411392585195,0.0,1,0.90397624481
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,1.1209663944420742,0.01347389389161177,5,1.3411359269499998
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1055,5,60,0.6173313461022835,0.016646469020624957,5,1.24124563835
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1051,4,72,0.998644037098249,0.02939882206890154,4,1.316874677425
*CC(*)c1ccc(C(C)C)cc1,PI120,1,11,-1.0039461594215333,0.0,1,0.9196836691
*CC(C)O*,PI525,1,4,-0.5529605545952636,0.0,1,1.00913153888
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1003,1,58,0.024336328898470563,0.0,1,1.1236318154
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,-0.08520623980038705,0.002870204796500813,2,1.101905291725
*CC(*)SC,PI317,2,4,-0.21107687555177176,0.001343401060878012,2,1.0769402815
*CC(*)OC(=O)CCCCCCCCC,PI384,1,14,-0.9371026357994174,0.0,1,0.93294132241
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1061,3,36,0.7832731317802579,0.0034627974304441466,3,1.2741583058
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,PI960,5,29,0.9154876844279554,0.00701930349958237,5,1.30038155985
*CC(*)c1ccc(OCCC)cc1,PI180,2,12,-0.6226030268151107,0.0008170551575400085,2,0.9953187459225
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,PI467,3,15,0.426480590108946,0.003888678584556715,3,1.2033925597
*CC(*)C(=O)OCC(C)(C)C,PI459,1,10,-0.7607691913145046,0.0,1,0.967915057295
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,PI332,1,15,0.4291835707809611,0.0,1,1.2039286652
*CC(*)c1ccccc1C,PI83,1,9,-0.7330682946716398,0.0,1,0.973409215355
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI964,5,52,0.7794254338992396,0.008790591957869166,5,1.27339515865
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI1109,2,42,0.6243766669343475,0.006320889282803993,2,1.242642997675
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,PI546,1,30,0.6601496994260747,0.0,1,1.2497381721499998
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,PI1028,2,61,0.19463879369995107,0.017259415373617096,2,1.1574093740000002
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,0.6902717748132622,0.011509244949318218,2,1.2557125434999998
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,PI432,1,15,2.4312919823250074,0.0,1,1.60102411695
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,PI598,1,32,-0.33876221282578856,0.0,1,1.05161534585
*CC(*)C(=O)Oc1ccccc1,PI463,1,11,0.23021404387470992,0.0,1,1.1644653206
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,-0.2772039942022428,0.014742515274856729,4,1.0638247189749999
*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,PI157,2,16,-0.41539928677578497,0.0011481609236410869,2,1.036415253125
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI965,4,44,0.7638942206674096,0.003257484626738435,4,1.270314719
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,0.846030409017036,0.011347447047979957,4,1.2866054985750002
*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,PI109,1,16,-0.24841868294815475,0.0,1,1.06953395835
*CC(*)OC(=O)CCCC(=O)c1ccccc1,PI333,1,16,0.1564295602521004,0.0,1,1.14983100675
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,PI424,2,21,-1.1064366410070514,0.0030936774094136176,2,0.899355846765
*CC(*)c1ccc(CCCCCC)cc1,PI124,2,14,-1.0076505410503422,0.00455141961670844,2,0.9189489471000001
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,PI545,1,29,0.4964390158601863,0.0,1,1.21726801845
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,1.0014923882112488,0.005894321919818132,2,1.3174396155
*CC(*)c1ccc(COCCC)cc1,PI149,1,13,-0.46730145281536256,0.0,1,1.0261210483
*CC(*)C(=O)OCCCCCCC,PI420,1,12,-0.8545225794182613,0.0,1,0.949320138165
*Nc1ccc(*)cc1,PI1131,2,7,0.4215925530685183,0.0024463623402072423,2,1.2024230730999999
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI979,4,39,1.199001552776419,0.007761486405376184,4,1.356613313825
*CC(*)c1ccccc1OC,PI110,1,10,-0.4535116176464363,0.0,1,1.0288561053999998
*CC(*)c1ccc(C(=O)CCCC)cc1,PI169,3,14,-0.5824255514750233,0.004413070655280569,3,1.003287491585
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,-0.5439866728058175,0.0,1,1.010911406355
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1005,5,63,-0.07789109206499581,0.01394229870806724,5,1.10335616815
*CC(OC)C1C(=O)OC(=O)C1*,PI387,2,11,0.6512310518321108,0.010353140282031395,2,1.24796925975
*CC(*)OCC,PI254,1,5,-0.8105227480195947,0.0,1,0.958047004715
*c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI972,5,52,0.05700391059661093,0.003346256001119419,5,1.130111059
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI963,3,53,0.7811771362239182,0.005129981157435989,3,1.2737425889
*CC(*)c1c(F)c(F)c(F)c(F)c1F,PI212,1,13,1.638309652654205,0.0,1,1.4437450832
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,PI367,1,13,-0.9405170759618585,0.0,1,0.932264107005
*CC(*)c1ccc(Cl)c(F)c1,PI209,2,10,0.5062238687399376,0.01148289938808815,2,1.219208732825
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,PI1119,2,22,0.022714428943623268,0.0046961954875157225,2,1.1233101299750001
*CC(*)OC1CCCCC1,PI308,2,9,-0.8633741845022102,0.0017920297170304226,2,0.947564522885
*C(F)(F)C(*)(F)OC(F)C(F)F,PI405,1,11,2.840188697449984,0.0,1,1.68212413375
*CC(*)c1ccc(Cl)c(Cl)c1,PI208,1,10,0.523805214174516,0.0,1,1.2226957929
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,PI311,1,13,2.9511855051242297,0.0,1,1.7041390892
*CC(*)c1ccc(C(O)CCN(C)C)cc1,PI144,2,15,-0.45551854041623363,1.2291672532616467e-05,2,1.028458055075
*CC(*)c1ccc(Cl)cc1Cl,PI191,1,10,0.6692841299901826,0.0,1,1.2515498826500002
*CC(*)CCCCCCCCC,PI64,3,11,-1.4530923831665363,0.004336702005969984,3,0.8306006196550001
*CCC=C(*)C(C)C,PI69,1,7,-1.348438717300084,0.0,1,0.85135748501
*/C=C\CCCCC*,PI74,1,7,-1.2813885937396132,0.0,1,0.86465611507
*CC(*)c1cccc(Cl)c1,PI116,2,9,0.1139804960462817,0.016848283833466857,2,1.14141171725
*c1ccc(C(c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,PI995,5,53,0.9985167773495116,0.01805471672526874,5,1.3168494369
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,0.5192579570563233,0.0039385234296956464,2,1.221793896125
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,-0.991835645117578,0.010403035999253605,2,0.92208565199
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,0.3678094670666964,0.0005920229251620571,2,1.191755809175
*CC(*)C(=O)OCCC#N,PI460,1,9,0.1883922157557231,0.0,1,1.15617043625
*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1,PI336,1,17,0.10981024174738248,0.0,1,1.1405845946999995
*CC(*)c1ccccc1C(=O)NC,PI94,2,12,-0.3178941944681389,0.027082973123047624,2,1.05575428015
*CC(*)C(=O)Oc1ccc(C#N)cc1,PI476,2,13,0.3224424597850174,0.0034761908532049846,2,1.1827577788249999
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,PI1067,3,36,0.4697963094624731,0.011405191341483874,3,1.2119837404
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,PI583,1,27,0.9015067336965856,0.0,1,1.29760859715
*CCC=C(*)C,PI522,1,5,-1.2260989669759128,0.0,1,0.875622184235
*CC(*)Cc1cc(C)cc(C)c1,PI293,2,11,-0.8410883783752552,0.005396034791375282,2,0.9519846592775
*CC(*)OC(=O)c1ccc(Br)cc1,PI335,1,12,2.1310143699591984,0.0,1,1.54146746485
*c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,PI1110,1,42,0.6049493115285108,0.0,1,1.2387898025
*CC(*)OC(=O)c1cccnc1,PI368,1,11,0.564748703340537,0.0,1,1.2308164687
*CC(*)CCCCCCCCCCCCC,PI61,1,15,-1.4426293924432587,0.0,1,0.8326758349650001
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccccc8Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,PI1078,5,77,0.6482220516109992,0.010592440807262732,5,1.24737245875
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1108,2,42,0.5287358876380046,0.010903169160763941,2,1.2236737359499998
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1010,5,40,0.8103968372503491,0.01152830261454864,5,1.27953798455
*Cc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)c1,PI660,4,29,0.41123399615805356,0.004271625016229469,4,1.20036857105
*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,PI992,5,37,0.7469280210126671,0.011404515616536125,5,1.2669496661
*c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,PI1114,1,66,0.5070359766485862,0.0,1,1.2193698052
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,0.9999478618599441,0.015497237511892846,5,1.31713327625
*CC(*)c1cc(C)ccc1F,PI197,2,10,-0.35553654189625794,0.014999034632651653,2,1.0482883483
*C(F)(F)C(*)(F)F,PI513,1,6,3.990210036404016,0.0,1,1.91021779765
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,PI435,1,15,2.1338406521244373,0.0,1,1.5420280258
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI999,3,55,0.14531623940399224,0.005962009194086908,3,1.1476268058500003
*CC(*)Cc1cc(C)ccc1C,PI291,1,11,-0.8974550184564677,0.0,1,0.94080497676
*CC(*)c1ccc(COCCCCCC)cc1,PI153,1,16,-0.7867193989501358,0.0,1,0.962768128505
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,PI1088,1,40,0.6540272165672992,0.0,1,1.24852384725
*/C=C/C(C*)OC,PI279,3,6,-0.5652180080713693,0.003992428001995445,3,1.006700412275
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,-0.8793952317718785,0.0021168931055762195,2,0.9443869302200001
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,PI1066,5,31,-0.031112257489101004,0.009938063943740423,5,1.1126342184
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,PI428,1,15,-0.6255041507398205,0.0,1,0.99474334096
*C1Cc2ccccc2C1*,PI386,1,9,-0.5615188383620333,0.0,1,1.00743410055
*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc6c5C(=O)N(*)C6=O)c4C3=O)cc2)cc1,PI1060,5,36,0.8380044859998143,0.003359873831105179,5,1.28501364795
*CC(*)OC(=O)C1CCCCC1,PI340,1,11,-0.5138925950146007,0.0,1,1.0168802247
*CC(*)C(C)c1ccccc1,PI28,2,10,-0.8743250552441431,0.0034158612062054933,2,0.9453925421175
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,-0.42172351398845337,0.004774604366450278,2,1.035160914525
*CC(*)CCCCC,PI8,1,7,-1.4933596339172375,0.0,1,0.82261406806
*CC(*)c1ccccc1C(=O)OC,PI98,1,12,-0.1710509733649793,0.0,1,1.08487896435
*CC(*)(C)C(=O)OC,PI437,1,7,-0.43040697152611923,0.0,1,1.0334386494
*CC(*)c1ccc(Br)cc1,PI136,1,9,1.8110270533921302,0.0,1,1.4780016169
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,PI323,1,14,-0.6962367671529933,0.0,1,0.98071433029
*CC(*)c1ccc(C(C)=NO)cc1,PI138,2,12,-0.30934597797841945,0.001032267288930744,2,1.05744972175
*CC(*)c1cc(Br)ccc1OC(C)C,PI202,1,13,0.7119354709726319,0.0,1,1.2600092914499998
*c1c(C)cc(C(c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)c2cccc3ccccc23)cc1C,PI1001,5,49,-0.35274949061488314,0.010199180233475613,5,1.04884112825
*CC(*)c1ccccc1COC,PI85,2,11,-0.5388462421900675,0.014570491574428733,2,1.0119309523525
*c1ccc(Sc2ccc3c(c2)Sc2ccc(Sc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc2S3)cc1,PI1086,2,44,0.9359901087369065,0.005079992683668414,2,1.3044479827250002
*CC(*)C(=O)C(C)C,PI247,1,7,-0.8773811926629373,0.0,1,0.94478639199
*CC(*)c1ccc(O)cc1,PI231,1,9,-0.031157882739813104,0.0,1,1.1126251691500002
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,-1.291444647233862,0.0,1,0.8626616111350001
*CC(*)CCc1ccccc1C,PI281,1,11,-0.7064596479010952,0.0,1,0.978686738065
*CC(*)OC(=O)c1ccccc1OC,PI357,3,13,0.34079293020184315,0.0053674458198612884,3,1.1863973861
*CC(*)OC(F)(C(F)(F)F)C(F)(F)F,PI371,1,13,2.583350892716612,0.0,1,1.63118327385
*CC(*)C(=O)c1ccc(Br)c(OC)c1,PI322,2,13,1.769054876351821,0.005575496805990517,2,1.46967691255
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,PI434,1,15,2.6901952877998037,0.0,1,1.65237464545
*CC(*)(C)c1ccccc1,PI213,1,9,-0.8519540991669378,0.0,1,0.949829567035
*CC(*)c1ccc(Cl)c(C)c1,PI207,2,10,-0.21805217270982885,0.024683998003401007,2,1.075556810575
*C(C)C(*)OCCCC,PI284,1,8,-1.0701035359184665,0.0,1,0.906562105275
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,1.2045337428043157,0.0,1,1.3577105608500002
*CC(*)(C(=O)OC)c1ccccc1,PI220,2,12,-0.3364594011604013,0.00691867431506,2,1.052072082375
*C=CC(C)C(*)C(=O)OC,PI268,2,9,-0.44676203168046436,0.0016527396654843838,2,1.0301948090750002
*CC(*)CC1CCCCC1,PI25,1,9,-1.2134280784445095,0.0,1,0.8781353109850001
*CC(*)c1cc(Br)ccc1OCC,PI199,1,12,1.1104264820443472,0.0,1,1.3390454551
*CC(*)C(C)CC,PI35,1,6,-1.5547756844259433,0.0,1,0.810432892365
*CC(*)CC1CCCC1,PI23,1,8,-1.1242188363404464,0.0,1,0.895828950395
*CC(*)CCCC(C)(C)C,PI41,1,9,-1.4801411171117176,0.0,1,0.8252358106550001
