smiles_list,monomer_ID,replicate_count,heavy_atom_count,Cv,Cv_std,Cv_count,Cv_raw
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI1071,5,49,-0.21022260284155717,36.140231935723186,5,2934.3772577296545
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,PI1088,1,40,-0.8433189392678476,0.0,1,2497.6760726923712
*CC(*)c1cc(C)cc(C)c1,PI205,1,10,0.4291311312322182,0.0,1,3375.394709993078
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,-0.6272503388901763,431.6313006539834,3,2646.717235000948
*CC(*)CCC,PI4,2,5,1.7756279757105868,144.27035100323823,2,4304.189798197047
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)CCC(C(C)(C)C)CC3)cc2)cc1,PI1047,3,84,-0.07639475216873183,51.968685214497306,3,3026.6898768639144
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,-1.5735102654009339,1.434001061840531,2,1994.000093099351
*CC(*)C(=O)OCCCC,PI415,1,9,1.0321924337223785,0.0,1,3791.3781398359743
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(C(c4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)c4cccc5ccccc45)cc3C)cc1)C2=O,PI1006,5,72,-0.7942190604981586,62.21990481479432,5,2531.5444968329152
*CC(*)C(=O)N1CCOCC1,PI462,1,10,0.2828129780316536,0.0,1,3274.466451182039
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C)CCCCCCCCC(*)(C)C)cc5C4=O)cc3)cc1)C2=O,PI989,4,49,-0.14060719863778853,67.43336307992432,4,2982.39701043308
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,PI960,5,29,-0.6462143163577977,148.2200483178626,5,2633.6361429828225
*CC(*)(C)c1ccccc1,PI213,1,9,0.47664153620977606,0.0,1,3408.1667368735657
*CC(*)c1ccc(O)cc1,PI231,1,9,0.24563030580789944,0.0,1,3248.81835295638
*CC(*)c1ccc(CCCCCC)cc1,PI124,2,14,1.019830466220093,109.67363921409918,2,3782.8510239026964
*CC(*)CCCC(C)(C)C,PI41,1,9,1.8544174408014698,0.0,1,4358.537692496777
*CC(*)c1ccccc1,PI82,1,8,0.4418333894374071,0.0,1,3384.1565537942406
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(C(C)(C)C)CC8)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI1013,4,81,-0.668116293928343,29.174798070776916,4,2618.5284587183587
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccccc8Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,PI1078,5,77,-0.8925520987332853,43.39202148723957,5,2463.7157133526684
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1052,5,68,-1.4479789671857266,191.12129030277967,5,2080.589863937856
*CC(*)P(=O)(Oc1ccccc1)N(C)C,PI382,1,14,-0.2819773607548439,0.0,1,2884.8818081276586
*CC(*)Cc1cccc(C)c1,PI294,1,10,0.5281010926741526,0.0,1,3443.6628343811567
*CC(*)CCc1ccccc1C,PI281,1,11,1.1082786737336545,0.0,1,3843.8613864861054
*CC(*)c1cc(Br)ccc1OC(C)C,PI202,1,13,-1.1125160159563312,0.0,1,2311.987614815597
*CC(*)(C)C(=O)OCc1ccccc1Cl,PI452,1,14,-0.7475375377888372,0.0,1,2563.7447720731416
*/C=C/CCC*,PI58,1,5,1.4305071046296074,0.0,1,4066.130146433906
*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)cc1C)C2=O,PI980,2,54,-1.2693933246860258,118.13869797257071,2,2203.7757950877576
*CC(*)c1ccccc1COCC,PI86,1,12,0.4319813486934907,0.0,1,3377.360750975052
*CC(CCl)O*,PI526,1,5,-1.2203858533013043,0.0,1,2237.5804778793163
*CC/C=C(\*)C(C)(C)C,PI81,1,8,1.4795323368187796,0.0,1,4099.947080385208
*CC(*)c1c(F)c(F)c(F)c(F)c1F,PI212,1,13,-1.6382078930870971,0.0,1,1949.3725553076551
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,-0.24608170262891266,0.0,1,2909.642141649368
*CC(*)c1ccc(C(=O)OCCC)cc1,PI162,1,14,0.18361439036543573,0.0,1,3206.0406235546097
*c1ccc(-c2ccc(Oc3ccc(C4(C)CC(C)(C)c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9C8=O)cc7)cc6C(F)(F)F)cc54)cc3)c(C(F)(F)F)c2)cc1,PI1101,2,75,-0.7744438017332691,34.659695594692444,2,2545.1851995825064
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,PI1119,2,22,-0.2671592295762881,85.6571263558794,2,2895.1031521370733
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)C6CCC7C(=O)N(*)C(=O)C7C6C5=O)cc4)cc3)cc2)cc1,PI1068,5,45,-0.4148634207207621,46.49056018190728,5,2793.2188233288066
*CC(*)C(=O)OCCCCCCCCCCCCCC,PI423,1,19,1.222649832375686,0.0,1,3922.753045842402
*CC(*)c1ccccc1C(=O)OCCCCC,PI104,1,16,0.5016572436023146,0.0,1,3425.422229338636
*CC(*)c1ccc(C(O)CCN(C)C)cc1,PI144,2,15,0.8551028395246778,224.98778780893574,2,3669.2241623221407
*CC(*)C(=O)c1ccc(CC)cc1,PI325,1,12,0.07642924981342705,0.0,1,3132.1057810918155
*C(C)C(*)C,PI49,1,4,1.8397358413974696,0.0,1,4348.410526236171
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1003,1,58,-0.7962857958666646,0.0,1,2530.118891071745
*CC(*)C1CCC1,PI21,1,6,1.3294202647439446,0.0,1,3996.4018282778857
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCC2)cc1,PI800,1,21,-0.015514033839218427,0.0,1,3068.684562839348
*c1ccc(-c2sc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,PI993,5,45,-0.7932604204411805,56.63859381793885,5,2532.2057536193147
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c(-c3ccccc3)c2)cc1,PI1036,1,48,-0.7114328717829557,0.0,1,2588.6492763688784
*CC(*)CCCCCCCCCCCCCC,PI56,1,16,2.431908845183629,0.0,1,4756.883356706596
*CC(*)CCCCCCCCCCCCC,PI61,1,15,1.830114773560725,0.0,1,4341.77404536606
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,0.45748107843877817,92.44768536153308,2,3394.950115432216
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,PI397,1,62,0.3173878907906996,0.0,1,3298.31575263222
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,-0.8548875946496269,168.89492070239885,2,2489.6961725984474
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,PI366,3,13,1.3755910121592165,191.19997175635066,3,4028.249777713388
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(c8ccccc8)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1025,2,72,-0.3634959722943248,91.431614894425,2,2828.651385972894
*CC(*)c1ccc(C(C)(O)CCC)cc1,PI141,2,14,0.6694002363232476,74.7819198744119,2,3541.129049119705
*C(F)(F)C(*)(F)F,PI513,1,6,-2.20890224447063,0.0,1,1555.7154051966802
*c1ccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c5)cc4)cc3C2=O)cc1,PI1079,4,45,-0.6165021606880097,63.78211584110417,4,2654.131181169668
*CC(*)c1ccncc1,PI226,1,8,0.08643796845331984,0.0,1,3139.009658178545
*CC(*)OC(=O)C1CCCC1,PI378,1,10,0.430026559375102,0.0,1,3376.01236406658
*c1cccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)c1,PI953,1,29,-1.0671629243738145,0.0,1,2343.27155645233
*/C=C\CC*,PI47,1,4,1.2320241582512896,0.0,1,3929.219327485904
*CC(*)C=C,PI521,2,4,1.0958578786607065,109.72101805556203,2,3835.2936921000028
*CC(*)c1ccc(C(C)(O)CCCCC)cc1,PI143,2,16,1.1023498641033953,32.630274087778055,2,3839.771774775493
*CC(*)c1ccc(COCCCCCC)cc1,PI153,1,16,0.7618178939537986,0.0,1,3604.877484047397
*CC(*)c1ccccc1COCCCC,PI89,2,14,0.9054968010345489,92.16067812668464,2,3703.9852270193555
*C(F)(F)C(*)(F)OC(F)C(F)F,PI405,1,11,-1.9096431881620235,0.0,1,1762.1402050317413
*CC(*)CCCCCCCCCCC,PI63,1,13,1.8466763360030845,0.0,1,4353.197984391632
*CC(*)OC(=O)C1CCCCC1,PI340,1,11,0.5346930565498431,0.0,1,3448.20988081091
*CC(*)C(=O)NC(C)C,PI456,1,8,1.1787309295560529,0.0,1,3892.458387978584
*CC(*)c1cccc(CC)c1,PI114,1,10,0.6498647420550254,0.0,1,3527.6537326372586
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2C(C)(C)C)cc1,PI1030,2,40,-0.6490443489892006,69.00193693074817,2,2631.6840252201387
*CC(*)OC,PI253,1,4,0.6975773210784821,0.0,1,3560.565216406608
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI310,1,19,-2.2480169011346747,0.0,1,1528.7346505552364
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(C(C)(C)C)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1014,5,70,-0.2623813771848815,52.19805829528659,5,2898.398849302276
*CC(*)c1cc(C(C)C)ccc1C(C)C,PI194,1,14,0.9044210122168869,0.0,1,3703.24316262174
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,PI433,1,15,-1.9357058535669538,0.0,1,1744.1625352638032
*CCCCCCCCCCCCSC(=O)S*,PI1125,1,16,0.24344411376944616,0.0,1,3247.3103476197816
*CC(*)C(=O)OCCCCCCC,PI420,1,12,0.7469960883802074,0.0,1,3594.6536054905937
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI968,4,37,-1.0227891132578926,71.87698014044271,4,2373.8800038307013
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,-0.759302735044283,0.0,1,2555.629300085651
*CCC=C(*)C,PI522,1,5,1.231916874875922,0.0,1,3929.1453248824105
*CC(*)c1ccc(C#N)cc1,PI134,2,10,-0.23214875327135043,30.218542517191725,2,2919.252899357836
*CC(*)c1ccc(C(C)CC)cc1,PI123,1,12,0.5524815097229346,0.0,1,3460.480112264972
*CC(*)c1ccc(Cl)c(Cl)c1,PI208,1,10,-1.4130757889407273,0.0,1,2104.6655984259096
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1010,5,40,-1.2012483334166275,21.00661778954865,5,2250.781277080728
*C1CCC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC1,PI978,5,28,-0.5319277435340105,51.68666197608709,5,2712.469456199773
*CCCC=C(*)c1ccc(OC)cc1,PI389,2,13,0.5046031229165536,65.07459792994405,2,3427.4542565570637
*C=CCCCCCCCC*,PI53,2,10,1.7004557813509789,129.01589761724748,2,4252.337047723082
*CC(*)(C)C(=O)OCc1ccccc1,PI450,1,13,0.05437177105266423,0.0,1,3116.890834235333
*CC(*)OCCOC,PI375,2,7,0.5438379837194812,0.0,1,3454.5179263677737
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI982,1,60,-0.8743632685781791,0.0,1,2476.262119367295
*CC(*)SCCCC,PI307,2,7,0.46690779483731104,16.79121923739426,2,3401.4525353411473
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1108,2,42,-0.7912464022538749,35.44916155833029,2,2533.594995790653
*CC(*)c1ccccc1C(=O)OCCN(C)C,PI108,2,16,0.37403962650404865,27.968974046536477,2,3337.3933442987436
*c1ccc(Oc2cc(C(C)(C)C)ccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1037,3,46,-0.6877446634054962,59.86744918275023,3,2604.989078188362
*CC(*)c1ccc2ccccc2c1,PI225,2,12,0.07072490131989333,52.602945397122035,2,3128.170999600181
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,PI323,1,14,0.6271731500840309,0.0,1,3512.00138317011
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI981,2,57,-1.1444472609448904,34.803860721466776,2,2289.9618791985927
*CC(*)c1cc(Br)ccc1OCC,PI199,1,12,-1.2774142745168235,0.0,1,2198.243053710661
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,-2.054753427332428,0.0,1,1662.0451487809505
*CCC(C)C(*)C,PI51,2,6,1.7544439843393427,113.59205321782282,2,4289.57737098279
*CC(*)O[N+](=O)[O-],PI267,1,6,-0.654121394930869,0.0,1,2628.181948440275
*c1ccc(C(c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,PI995,5,53,-1.5033403105595096,32.59507648105458,5,2042.4023672401845
*CC(*)OC(=O)c1ccccc1OC,PI357,3,13,-0.32629315539008813,81.3878832765899,3,2854.3133797233454
*CC(*)c1ccc(COCCCC)cc1,PI150,2,14,0.6694266134110337,69.80184579229022,2,3541.1472436737267
*CC(*)CCCCCCCCC,PI64,3,11,1.9393094854424051,10.267227022607948,3,4417.095062618679
*CCCCO*,PI527,1,5,1.1299675714720514,0.0,1,3858.8220911996655
*CC(*)C(C)C,PI5,3,5,1.9743202528144994,220.20486426773132,3,4441.245010613581
*CC(*)c1ccc(COCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)cc1,PI234,1,31,0.33210749365077497,0.0,1,3308.469133156515
*C=CCCCCCC*,PI57,1,8,1.949907878760783,0.0,1,4424.405689225291
*CC(*)C(C)=O,PI246,1,5,0.22253768732185358,0.0,1,3232.889380889671
*CC(*)c1ccc(C(=O)CCCCCCC)cc1,PI171,2,17,0.775249350821551,93.7313742055586,2,3614.1423191024132
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,PI997,1,47,-0.49086206862822557,0.0,1,2740.795996512647
*CC(*)C(=O)c1ccc(C(C)C)cc1,PI326,2,13,0.2648257466426315,90.63630440788575,2,3262.059105236134
*CC(*)SC,PI317,2,4,-0.46169966337344626,137.91867706571807,2,2760.9118243899457
*CC(*)C(=O)OCCC#N,PI460,1,9,-0.40901076409745224,0.0,1,2797.255905737849
*CC(*)c1ccc(OCCC)cc1,PI180,2,12,0.502587182551975,0.7793242949852451,2,3426.0636884941596
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,PI1058,5,52,-1.025532013320839,65.34411433339567,5,2371.987988920792
*CC(*)C(=O)c1ccc(Br)cc1,PI406,1,11,-1.751353717236439,0.0,1,1871.326114908153
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI977,5,38,-1.4410704580763505,55.02030586133969,5,2085.355258935931
*c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,PI1114,1,66,-0.9228195585963741,0.0,1,2442.8376339360484
*C1CC(*)(C#N)C1,PI290,1,6,-0.19502848461467517,0.0,1,2944.857952457302
*CC(*)c1ccccc1C(=O)OC(C)C,PI101,2,14,0.18525560728576537,49.75509294332133,2,3207.1727125160733
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,PI984,5,60,-1.1208306844472673,109.2591971175257,5,2306.2522703280893
*CC(*)c1cccc2ccccc12,PI217,2,12,-0.015939511020318976,116.13976366092585,2,3068.3910745051053
*CC(*)c1ccc(C(=O)OC(C)C)cc1,PI163,2,14,0.08856001127635894,187.06090732421333,2,3140.4734142646284
*Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC(*)=O)cc3)cc2)cc1,PI815,1,26,-0.8316836101243007,0.0,1,2505.7019634343205
*CC(*)OC(=O)c1cccnc1,PI368,1,11,-0.30073961439610236,0.0,1,2871.939862443123
*CC(*)OC=O,PI270,1,5,-0.4184764873682712,0.0,1,2790.7265794224645
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,PI431,1,14,-1.7368875376168977,0.0,1,1881.304687550788
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,PI966,5,45,-0.9942946376806585,62.2630336065866,4,2393.535102961168
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,-1.1595799303866625,113.29669357988833,5,2279.523571001608
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,PI1050,5,40,-0.9074103618110123,103.55342367495216,5,2453.466686908658
*C(C)C(*)OCCCC,PI284,1,8,1.3961827436590142,0.0,1,4042.453672177052
*CC(*)C,PI2,1,3,1.5784051170917044,0.0,1,4168.148170533428
