smiles_list,monomer_ID,replicate_count,heavy_atom_count,refractive_index,refractive_index_std,refractive_index_count,refractive_index_raw
*CC(*)OC(=O)c1ccc(CC)cc1,PI344,2,13,0.1269387642241864,0.002054152032655072,2,1.5429140073934189
*CC(*)c1ccc(CCCCCCCCC)cc1,PI126,1,17,-0.31833659062267644,0.0,1,1.507510219535017
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,0.25530130061116163,0.006733813848048554,5,1.553120096631782
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1055,5,60,-0.029995864229468525,0.008519645595304352,5,1.530436154682884
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1051,4,72,-0.7683611099641898,0.012222268819569854,4,1.4717288262007155
*CC(*)c1ccc(C(C)C)cc1,PI120,1,11,-0.04421942658526421,0.0,1,1.5293052410161967
*CC(C)O*,PI525,1,4,-0.6623170212552054,0.0,1,1.4801603784513035
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1003,1,58,-0.02989553760105624,0.0,1,1.5304441316405804
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,0.16860805116987032,0.001714587120054616,2,1.5462271271948578
*CC(*)SC,PI317,2,4,0.22575671805593095,0.0008296458295733222,2,1.550771010562309
*CC(*)OC(=O)CCCCCCCCC,PI384,1,14,-0.9593858218518436,0.0,1,1.4565404752134736
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1061,3,36,1.7477801992580344,0.0023351085448046977,3,1.6717869074841534
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,PI960,5,29,2.45285050251168,0.005140379090546167,5,1.7278469592474854
*CC(*)c1ccc(OCCC)cc1,PI180,2,12,0.12384050431281172,0.0005359764196631562,2,1.5426676651347726
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,PI467,3,15,0.061857373497820736,0.0020886931773798577,3,1.5377393941440545
*CC(*)C(=O)OCC(C)(C)C,PI459,1,10,-1.1727141111557282,0.0,1,1.4395787695711122
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,PI332,1,15,0.19084697972592404,0.0,1,1.547995341627178
*CC(*)c1ccccc1C,PI83,1,9,0.34869550683060835,0.0,1,1.5605458583053295
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI964,5,52,1.6730999887196236,0.00585290936802496,5,1.6658490932702228
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI1109,2,42,1.9511086177322718,0.0045036803645999825,2,1.6879535246456219
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,PI546,1,30,1.319123456610024,0.0,1,1.637704463406369
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,PI1028,2,61,1.321208754624705,0.011955445231187026,2,1.6378702651911068
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,0.4353509249814203,0.006327835713700424,2,1.567435819781072
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,PI432,1,15,-2.4761957225720423,0.0,1,1.3359391094246795
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,PI598,1,32,-0.720482402714198,0.0,1,1.4755356562351247
*CC(*)C(=O)Oc1ccccc1,PI463,1,11,0.4029385943462933,0.0,1,1.5648587194198875
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,-0.7916842108235888,0.007551840302140602,4,1.4698744093639466
*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,PI157,2,16,0.0934067299079525,0.0007193039707443921,2,1.5402478795323769
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI965,4,44,2.0332973795602656,0.002300471622721398,4,1.694488342834928
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,1.3607154461227517,0.007113800868116834,4,1.6410114372985665
*CC(*)c1ccc(C(=O)OCCN(C)C)cc1,PI109,1,16,0.19799165503448468,0.0,1,1.5485634138687427
*CC(*)OC(=O)CCCC(=O)c1ccccc1,PI333,1,16,-0.07736149076531418,0.0,1,1.5266701196319836
*CC(*)C(=O)OCCCCCCCCCCCCCCCC,PI424,2,21,-0.987287461393026,0.0018088470557840936,2,1.4543220193378787
*CC(*)c1ccc(CCCCCC)cc1,PI124,2,14,-0.20681217270939167,0.0030412117384335164,2,1.5163775120762617
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,PI545,1,29,1.5793927715378668,0.0,1,1.6583984441341504
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,0.983392720718403,0.0033933485805523653,2,1.611010554521293
*CC(*)c1ccc(COCCC)cc1,PI149,1,13,0.23899972550896156,0.0,1,1.551823960431128
*CC(*)C(=O)OCCCCCCC,PI420,1,12,-1.1110549821011015,0.0,1,1.4444812792223247
*Nc1ccc(*)cc1,PI1131,2,7,2.148757330362774,0.001856370837817403,2,1.70366854910473
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI979,4,39,-0.16158693013990108,0.0035401651491367846,4,1.5199733654652858
*CC(*)c1ccccc1OC,PI110,1,10,0.1898695469064043,0.0,1,1.5479176260657586
*CC(*)c1ccc(C(=O)CCCC)cc1,PI169,3,14,0.21856091459856805,0.002923333910443429,3,1.5501988731280176
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,-0.42231961869218054,0.0,1,1.4992425419584912
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1005,5,63,1.2150037574314878,0.00988920058856821,5,1.6294259191270315
*CC(OC)C1C(=O)OC(=O)C1*,PI387,2,11,-0.8826715550251956,0.004458093775010915,2,1.4626400169888714
*CC(*)OCC,PI254,1,5,-0.8296274848268987,0.0,1,1.4668575443862557
*c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI972,5,52,-0.39069993108395906,0.0017546058569716378,5,1.5017566193715908
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI963,3,53,1.8310194195922376,0.0035039588302808213,3,1.6784052474981082
*CC(*)c1c(F)c(F)c(F)c(F)c1F,PI212,1,13,-1.2301918512171643,0.0,1,1.4350087216365812
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,PI367,1,13,-1.2517623860922782,0.0,1,1.4332936511023644
*CC(*)c1ccc(Cl)c(F)c1,PI209,2,10,0.06448708434599044,0.006082912537125789,2,1.5379484821251972
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,PI1119,2,22,0.2234405924118335,0.0027793477724142876,2,1.5505868557015818
*CC(*)OC1CCCCC1,PI308,2,9,-0.9027621129200779,0.0010120934558559926,2,1.461042619239535
*C(F)(F)C(*)(F)OC(F)C(F)F,PI405,1,11,-2.5694183271016877,0.0,1,1.3285269917800586
*CC(*)c1ccc(Cl)c(Cl)c1,PI208,1,10,0.21892018137137226,0.0,1,1.5502274383842585
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,PI311,1,13,-3.174111083858094,0.0,1,1.28044794620369
*CC(*)c1ccc(C(O)CCN(C)C)cc1,PI144,2,15,0.12126219171789876,7.799680578396027e-06,2,1.5424626638223278
*CC(*)c1ccc(Cl)cc1Cl,PI191,1,10,0.4174881836719954,0.0,1,1.5660155554502382
*CC(*)CCCCCCCCC,PI64,3,11,-0.889517455113863,0.0027991721919260098,3,1.4620957003277295
*CCC=C(*)C(C)C,PI69,1,7,-0.4621506319594637,0.0,1,1.4960755830676604
*/C=C\CCCCC*,PI74,1,7,-0.598881217835393,0.0,1,1.485204151259423
*CC(*)c1cccc(Cl)c1,PI116,2,9,0.48641668094252954,0.010282595911828033,2,1.5714960516605072
*c1ccc(C(c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,PI995,5,53,-0.47802557814695845,0.007954340364027155,5,1.4948133680787377
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,0.12317103309327412,0.002104449077263121,2,1.54261443556171
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,-1.3645936602728819,0.005471106831306367,2,1.4243224505825038
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,1.79341587436699,0.00042925492350147625,2,1.675415394313136
*CC(*)C(=O)OCCC#N,PI460,1,9,-0.6760451363286485,0.0,1,1.4790688577361653
*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1,PI336,1,17,0.024797553719926355,0.0,1,1.5347927725015016
*CC(*)c1ccccc1C(=O)NC,PI94,2,12,0.11856883615846103,0.016731496629221576,2,1.54224851545814
*CC(*)C(=O)Oc1ccc(C#N)cc1,PI476,2,13,0.5759017439717052,0.002079669656241653,2,1.5786109978471656
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,PI1067,3,36,0.6167770681378331,0.006719288175378622,3,1.5818609897671512
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,PI583,1,27,1.2147062202177574,0.0,1,1.629402261980324
*CCC=C(*)C,PI522,1,5,-0.05436936667330689,0.0,1,1.5284982205473092
*CC(*)Cc1cc(C)cc(C)c1,PI293,2,11,0.20569619740516715,0.0037562080242311293,2,1.5491760010705014
*CC(*)OC(=O)c1ccc(Br)cc1,PI335,1,12,0.756340287461436,0.0,1,1.5929576439070772
*c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,PI1110,1,42,1.637870514222017,0.0,1,1.6630480021523342
*CC(*)OC(=O)c1cccnc1,PI368,1,11,0.48957609141561953,0.0,1,1.571747255992679
*CC(*)CCCCCCCCCCCCC,PI61,1,15,-0.9062664316916155,0.0,1,1.4607639912916253
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccccc8Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,PI1078,5,77,0.7811835264269225,0.0062277267077904715,5,1.594932926734828
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1108,2,42,1.80134103388835,0.007708662456421816,2,1.6760455227569946
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1010,5,40,0.7257677104838679,0.006506833164498602,5,1.5905268221294588
*Cc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)c1,PI660,4,29,1.237513113106419,0.002812574116362811,4,1.631215635185803
*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,PI992,5,37,1.8819325759655852,0.00788692306290672,5,1.6824533462033768
*c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,PI1114,1,66,1.975568905036405,0.0,1,1.689898359034601
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,0.4695837695173194,0.00820588017657238,5,1.5701576689751633
*CC(*)c1cc(C)ccc1F,PI197,2,10,-0.14878577030409934,0.008882117176979473,2,1.5209911840852364
*C(F)(F)C(*)(F)F,PI513,1,6,-2.44432418956001,0.0,1,1.338473211034386
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,PI435,1,15,-1.970116876748051,0.0,1,1.3761773752576032
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI999,3,55,1.1408823642127839,0.004053656731614792,3,1.6235325364084063
*CC(*)Cc1cc(C)ccc1C,PI291,1,11,0.06316128201305689,0.0,1,1.5378430677472703
*CC(*)c1ccc(COCCCCCC)cc1,PI153,1,16,-0.19975781942621787,0.0,1,1.5169384028248674
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,PI1088,1,40,0.8594524098249815,0.0,1,1.60115607587968
*/C=C/C(C*)OC,PI279,3,6,-0.17846048122272232,0.0024487305334666733,3,1.5186317515258403
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,-0.46739904161645546,0.001309152948982494,2,1.4956582826712483
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,PI1066,5,31,-0.11860070053990754,0.005587963689590198,5,1.5233911952127106
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,PI428,1,15,-0.9880484175095996,0.0,1,1.4542615158120773
*C1Cc2ccccc2C1*,PI386,1,9,0.4060775511986825,0.0,1,1.5651082974872317
*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc6c5C(=O)N(*)C6=O)c4C3=O)cc2)cc1,PI1060,5,36,1.379579577643157,0.0021162419126408575,5,1.642511322040023
*CC(*)OC(=O)C1CCCCC1,PI340,1,11,-1.0256949190904983,0.0,1,1.4512682471726317
*CC(*)C(C)c1ccccc1,PI28,2,10,0.023765768861518557,0.0023162135982892364,2,1.5347107354162577
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,-0.12432871125431473,0.0028765160345055854,2,1.5229357617961155
*CC(*)CCCCC,PI8,1,7,-0.9018037088851456,0.0,1,1.461118821824668
*CC(*)c1ccccc1C(=O)OC,PI98,1,12,0.0529679457412501,0.0,1,1.537032596853231
*CC(*)(C)C(=O)OC,PI437,1,7,-1.2177476841425783,0.0,1,1.4359981558066683
*CC(*)c1ccc(Br)cc1,PI136,1,9,0.784612770607309,0.0,1,1.5952055855113705
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,PI323,1,14,-0.012881673172019903,0.0,1,1.5317969018766613
*CC(*)c1ccc(C(C)=NO)cc1,PI138,2,12,0.5947508582791262,0.000693011746441148,2,1.580109688571893
*CC(*)c1cc(Br)ccc1OC(C)C,PI202,1,13,-0.14571555303822406,0.0,1,1.521235296676641
*c1c(C)cc(C(c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)c2cccc3ccccc23)cc1C,PI1001,5,49,0.74013671146577,0.007062143759427588,5,1.5916692996031456
*CC(*)c1ccccc1COC,PI85,2,11,-0.047476945835890176,0.009109157832417041,2,1.5290462360673747
*c1ccc(Sc2ccc3c(c2)Sc2ccc(Sc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc2S3)cc1,PI1086,2,44,2.542682359566531,0.0037677105942163945,2,1.734989478983818
*CC(*)C(=O)C(C)C,PI247,1,7,-0.9828872045346262,0.0,1,1.4546718832111911
*CC(*)c1ccc(O)cc1,PI231,1,9,0.7801833565821986,0.0,1,1.594853403355374
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,-1.0075951910304026,0.0,1,1.4527073542904168
*CC(*)CCc1ccccc1C,PI281,1,11,0.3177138470646834,0.0,1,1.5580825104062948
*CC(*)OC(=O)c1ccccc1OC,PI357,3,13,0.42003556022662636,0.0031108117252514793,3,1.5662180970419834
*CC(*)OC(F)(C(F)(F)F)C(F)(F)F,PI371,1,13,-2.561027743590647,0.0,1,1.329194126027215
*CC(*)C(=O)c1ccc(Br)c(OC)c1,PI322,2,13,0.6830304808260103,0.002734569449352277,2,1.5871287903363385
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,PI434,1,15,-1.6868029547831838,0.0,1,1.3987036298131144
*CC(*)(C)c1ccccc1,PI213,1,9,0.1325681628358122,0.0,1,1.5433616001740365
*CC(*)c1ccc(Cl)c(C)c1,PI207,2,10,0.1418561893686121,0.015032554734612348,2,1.5441000900037813
*C(C)C(*)OCCCC,PI284,1,8,-0.9995235211703696,0.0,1,1.4533491317530072
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,0.7686653864472962,0.0,1,1.5939376109882988
*CC(*)(C(=O)OC)c1ccccc1,PI220,2,12,-0.38501975296194,0.0039027163067280666,2,1.5022082496247384
*C=CC(C)C(*)C(=O)OC,PI268,2,9,-0.7381651454986208,0.000887916479489532,2,1.4741297035645358
