smiles_list,monomer_ID,replicate_count,heavy_atom_count,Rg,Rg_std,Rg_count,Rg_raw
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,PI1089,2,54,3.3531625519160047,0.28990568744937756,2,33.9465693475
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,-0.6758085709714193,0.0,1,15.114183405000002
*CC(*)CCN(C(C)C)C(C)C,PI264,2,11,-0.9710355622353595,0.15974946501071252,2,13.734221009999995
*CC(*)C(=O)C(C)C,PI247,1,7,-0.5122547682515162,0.0,1,15.878673454999992
*c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI973,5,56,0.6430519590814914,0.9995432955858408,5,21.278856654999995
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI979,4,39,0.6263278249005511,2.1057688117113003,4,21.200684004999985
*CC(*)c1ccc(Br)cc1,PI136,1,9,0.036237592261700965,0.0,1,18.442459470000024
*CC(*)C(=O)Oc1cccc(N(C)C)c1,PI475,2,14,-0.9478374387625336,0.23379992512953354,2,13.842654652500002
*CC(*)C(=O)c1ccccc1O,PI302,1,11,-0.41014406293169325,0.0,1,16.355963600000003
*CC(*)c1ccccc1,PI82,1,8,-0.5970352881815437,0.0,1,15.482388789999998
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,PI1048,5,84,0.7620153156772351,1.465334060487089,5,21.83492017
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,PI367,1,13,-0.9170047126774353,0.0,1,13.986774275000007
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI982,1,60,1.179356692104926,0.0,1,23.785674750000016
*CC(*)C(=O)NC(C)C,PI456,1,8,-0.09124314965659303,0.0,1,17.846583634999995
*CC(*)c1ccc(CCCCCCCCCC)cc1,PI127,2,18,-0.9203854897277692,0.07978524814218577,2,13.970971705
*CC(*)c1cc(Br)ccc1OC,PI200,1,11,-1.081822747123129,0.0,1,13.216374899999996
*CC(*)CCCCCCCCCCCCCCCC,PI33,2,18,-1.036759653238887,0.41004775758684475,2,13.427010704999999
*CC(*)(C)CC,PI14,2,5,-0.07039098464214756,1.3209108367376645,2,17.9440517
*/C=C/CCC*,PI58,1,5,0.6265776622016629,0.0,1,21.201851805
*CC(*)CC1CCCCC1,PI25,1,9,-0.8446068358150493,0.0,1,14.325179469999997
*CC(*)c1ccccc1C(=O)OCCCCCC,PI106,1,17,-1.2743491737886323,0.0,1,12.316459795000002
*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1,PI336,1,17,-0.6879161074000331,0.0,1,15.057589850000005
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C)CCCCCCCCC(*)(C)C)cc5C4=O)cc3)cc1)C2=O,PI989,4,49,1.0778793862785887,0.5512559751723125,4,23.311345267500002
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,PI1050,5,40,1.8227595455456262,1.9057627967935475,5,26.79309537500001
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)-c1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1C3)C2=O,PI959,5,44,0.33118631808565746,1.2923784991939187,5,19.821121185000003
*CC(*)OC(=O)CC1CCCCC1,PI341,2,12,-1.192362463543079,1.6474010269641075,2,12.699685517500004
*CC(*)(C)C(=O)OCCCCCCCCCCCC,PI447,2,18,-1.0377569983750576,0.09321849154011452,2,13.422348872499999
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI1000,5,62,1.535862231093521,2.078697080899834,5,25.452067905
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(c8ccccc8)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1025,2,72,0.8619981283780662,0.5867422234359042,2,22.30226403
*CC(*)c1cccc2ccccc12,PI217,2,12,-0.7904564989685204,0.7325713262582031,2,14.578291247499997
*CC(*)C(=O)Oc1ccc(OC)cc1,PI464,1,13,-0.8960534610084331,0.0,1,14.084705494999998
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI963,3,53,1.3947720439802103,1.2762237283828295,3,24.79257823
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI975,5,46,1.2560763039360874,0.8097277147604516,5,24.144280779999995
*CC(*)c1cc(C)ccc1F,PI197,2,10,-0.17959917928123859,0.8642005546525419,2,17.433586172499993
*CC(*)OC(C)C,PI274,1,6,-0.1376171063569948,0.0,1,17.629820539999983
*C(CC)C(*)CC,PI62,1,6,0.0996725998041948,0.0,1,18.738970045
*CC(*)C=O,PI242,1,4,0.26838250807533054,0.0,1,19.52756098
*CC(*)CCC,PI4,2,5,-0.6841262511856703,0.248021649157029,2,15.075304555000002
*CC(*)N1CCNC1,PI400,3,7,-0.6043872225009039,0.22134642204699045,3,15.44802407
*CC(*)c1ccc(C(C)=O)cc1,PI218,1,11,-0.43922620944857454,0.0,1,16.22002661
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,0.7561837947289751,0.0,1,21.80766223
*CC(*)OC(=O)c1ccc(Br)cc1,PI335,1,12,-0.13989028135620402,0.0,1,17.619195169999994
*CC(*)CCc1ccccc1C,PI281,1,11,-0.7894349488381284,0.0,1,14.583066220000015
*/C=C\CCCC*,PI60,2,6,-0.015328793526641314,0.4404893974815739,2,18.201425705000005
*C(F)(F)C(*)(F)c1ccccc1,PI215,1,11,0.9560108885776418,0.0,1,22.741702419999992
*Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC(*)=O)cc3)cc2)cc1,PI815,1,26,3.2265794694517163,0.0,1,33.35488939
*CC(*)c1c(C)cc(C)cc1C,PI210,1,11,-0.9919626538372163,0.0,1,13.636402719999998
*CC(*)C(=O)Oc1ccc(C#N)cc1,PI476,2,13,-0.2975011108319076,0.32788194961298356,2,16.882484015000003
*CC(*)CCCCCCCCCCCCCC,PI56,1,16,-1.118997759861873,0.0,1,13.042609894999998
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,PI472,1,17,-0.5843290461201464,0.0,1,15.541780839999992
*C1Cc2ccccc2C1*,PI386,1,9,-0.41449913378697417,0.0,1,16.335606945000002
*CC(*)c1ccccc1C(=O)OCCCCC,PI104,1,16,-0.7360801650500722,0.0,1,14.832459390000006
*CC(*)c1ccc(C(C)(C)C)cc1,PI122,1,12,-0.947051400615836,0.0,1,13.846328784999995
*CC1(*)CCC(C)CC1,PI44,2,8,-0.6093554574830634,0.9533523867057239,2,15.424801337499996
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,0.34969907918043863,1.9159362775093238,5,19.907654310000005
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,PI1028,2,61,0.5526778434124067,4.043626204803235,2,20.85642616999999
*CC(*)c1ccc(C(=O)OCC)cc1,PI161,1,13,-0.45106313301493123,0.0,1,16.164697965
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,PI997,1,47,0.6649917924336392,0.0,1,21.381408745
*/C=C\CC*,PI47,1,4,0.3195625820275902,0.0,1,19.766789029999995
*CC(*)CCC1CCCCC1,PI42,1,10,-0.8545336411106933,0.0,1,14.278779179999992
*CC(*)O[N+](=O)[O-],PI267,1,6,0.27209513144598363,0.0,1,19.54491468000001
*CC(*)c1ccc(COC(C)CC)cc1,PI152,1,14,-0.8543733038829957,0.0,1,14.279528635000004
*CC(*)c1ccc(C(=O)CCCCC)cc1,PI170,1,15,-0.6669353482727705,0.0,1,15.155658995
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,PI958,2,55,2.3774432848211857,0.2520917239697271,2,29.385821392500002
*CCC=C(*)C,PI522,1,5,-0.3927855221421021,0.0,1,16.43710161999999
*CC(*)c1ccccc1COC,PI85,2,11,-0.600282386872217,1.0946666551565523,2,15.467211064999994
*CC(*)c1ccc(S(=O)(=O)OCCC)cc1,PI185,2,15,-1.0542033490123381,1.6443217431021295,2,13.345474649999993
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,PI397,1,62,-0.7184431619971426,0.0,1,14.914899010000008
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)CCC(C(C)(C)C)CC3)cc2)cc1,PI1047,3,84,0.43112863331096796,1.7109706504176074,3,20.288275750000004
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,PI311,1,13,0.36764954268482525,0.0,1,19.99155912000001
*CC(*)OC(=O)C1CCCCC1,PI340,1,11,-0.6804029212661822,0.0,1,15.092708299999993
*CC(*)Cc1ccc(C)c(C)c1,PI292,2,11,-0.7111686589493914,0.8065320368488208,2,14.9489017975
*CC(*)c1ccc(C(C)C)cc1C(C)C,PI188,2,14,-1.2347707184044723,0.7463709534992654,2,12.501459072499998
*/C=C/C(C*)OC,PI279,3,6,0.08867207495662902,0.6502069590032681,3,18.68755093
*CC(*)c1ccccc1COC(C)C,PI88,1,13,-0.842458852237893,0.0,1,14.335219664999997
*CC(*)c1cc(C)cc(C)c1,PI205,1,10,-0.5111166446739674,0.0,1,15.883993319999991
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccccc8Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,PI1078,5,77,0.7459771622428024,0.7024489989348444,5,21.75995396000001
*CC(*)c1ccccc1C(=O)OCCCC,PI102,1,15,-1.0310166364806406,0.0,1,13.453854954999992
*CC(*)c1ccc(C(C)CC)cc1,PI123,1,12,-1.3373945502402802,0.0,1,12.021770449999996
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(C(c4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)c4cccc5ccccc45)cc3C)cc1)C2=O,PI1006,5,72,0.7956154300504312,0.6105352987002991,5,21.99197523499999
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,0.45200422672312107,1.005238782604382,5,20.385853325000003
*CCO*,PI524,1,3,0.8507422155967722,0.0,1,22.249651170000018
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1005,5,63,1.485068889366357,0.8337249403287118,5,25.214647535
*CC(*)(C(=O)OC)c1ccccc1,PI220,2,12,-0.8751242177207936,0.3062952205557497,2,14.1825338425
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,PI971,5,48,0.6526820916744526,1.0707081362631274,5,21.323870225
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1108,2,42,1.152404514479516,1.864273883483289,2,23.659693750000002
*C=CCCCCCCCCCC*,PI78,2,12,1.0294562122827908,1.1897210327814136,2,23.085003635000003
*CC(*)c1cc(Br)ccc1OCCC,PI201,2,13,-0.510260043214179,0.03927187977663748,2,15.887997282499997
*CC(*)C1CCC(C)CC1,PI66,1,9,-0.7557307598358264,0.0,1,14.740607755000005
*C(F)(F)C(*)(F)F,PI513,1,6,1.83156489841605,0.0,1,26.834253725000018
*CCCC(*)(C)C,PI17,1,6,0.015521746676857026,0.0,1,18.345628595
*c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,PI1110,1,42,0.7723741300580707,0.0,1,21.883339775
*CC(*)C(=O)c1ccc(C(C)C)cc1,PI326,2,13,-0.7328851095572586,0.41515580858579704,2,14.847393852500012
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1072,5,58,1.3162862398888897,1.8654198093531151,5,24.425716589999983
*CC(*)OC1CCCCC1,PI308,2,9,-0.925157181076815,1.1238467104876269,2,13.948667665000002
*C(C)C(*)OCCC,PI289,1,7,-0.25358077015288644,0.0,1,17.08777831500001
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,PI323,1,14,-1.0281725539388298,0.0,1,13.467148884999997
*CC(*)OCC(CC)CCCC,PI306,1,11,-0.7101374077807956,0.0,1,14.953722115
*CC(*)CCCCCCCCCCCCCCCCCCCC,PI54,3,22,-0.8816102357010285,0.25481620331119026,3,14.152216625000005
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,-0.6080983836023732,0.0,1,15.430677204999991
*CC(*)c1ccc(OC)cc1,PI178,1,10,-0.3137992593642107,0.0,1,16.806302525000007
*CC(*)C(=O)OCCCCCCC,PI420,1,12,-0.5370590393175997,0.0,1,15.762732290000006
*CC(*)C(=O)N1CCCCC1,PI461,1,10,-0.8358355611974884,0.0,1,14.366178530000004
*CCCC=C(*)c1ccc(OC)cc1,PI389,2,13,-0.44952891045287846,0.13331008131731753,2,16.1718692925
*CC(*)C(=O)OC,PI411,1,6,-0.09128022304750588,0.0,1,17.846410345
*CCCCCCCCCCCCSC(=O)S*,PI1125,1,16,1.5319671524703629,0.0,1,25.433861365
*CC(*)c1ccc(C(=O)CCC)cc1,PI168,2,13,-0.7761475093303929,0.20027969080194996,2,14.6451749275
*CC(*)CC1CCCC1,PI23,1,8,-0.605287738567822,0.0,1,15.443814839999993
*CC(*)C(C)CC,PI35,1,6,-0.5990860816683397,0.0,1,15.472802885000007
*CC(*)CCCCCCCCCC,PI31,1,12,-0.9161986044315683,0.0,1,13.99054222
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,-0.8945046376832304,0.0,1,14.091945069999994
*CC(*)C(C)=O,PI246,1,5,-0.34723998853573756,0.0,1,16.649992465000004
*CC(*)c1ccccc1C,PI83,1,9,0.09310612867199484,0.0,1,18.70827676999999
*CC(*)c1ccc(COCCCCCC)cc1,PI153,1,16,-1.0011864627931533,0.0,1,13.593288404999992
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,PI970,4,37,0.6986486315124392,1.4952687294323395,4,21.538728955
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,PI269,1,28,0.4643829001631537,0.0,1,20.44371424000001
*CC(*)(C)C(=O)OC,PI437,1,7,-0.322168316892953,0.0,1,16.767183525
*CC(*)OC(=O)c1ccc(OC)cc1,PI359,2,13,-0.8214349652620835,1.2710056372135214,2,14.433490400000002
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,PI545,1,29,0.8946595162106691,0.0,1,22.45493126000001
*CC(*)c1cccc(C)c1,PI113,1,9,-0.4649075852989411,0.0,1,16.09998564500001
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,PI1067,3,36,1.9017389901056814,3.0770193947917517,3,27.162264410000017
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(C(C)(C)C)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1014,5,70,0.7775919547076059,1.6571587743718819,5,21.907729150000016
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1004,5,57,1.5668893667758657,2.459852889078857,5,25.59709624499998
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,1.1760173185593688,0.0,1,23.770065709999987
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,1.3295767777599754,1.1311756564376187,4,24.487839779999995
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,-0.9821399263797538,0.5511172150634368,2,13.682316525000008
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,PI216,2,16,0.4132553539792989,1.6379976098609066,2,20.204731717499996
*CC(*)OC(=O)CCCC(=O)c1ccccc1,PI333,1,16,-1.0864645489621463,0.0,1,13.19467799500001
*CC(*)CNc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,PI395,1,17,-0.6215818800332908,0.0,1,15.367652079999994
*CC(*)CCCCCCCCCCCCC,PI61,1,15,-1.1237709316648679,0.0,1,13.020298935000008
*CC(*)c1ccc(COCCO)cc1,PI148,1,13,-0.4986196750475469,0.0,1,15.942407180000007
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c1,PI1059,4,48,0.14003601829443144,1.6313164694911948,4,18.92763842999999
*CC/C=C(\*)C(C)(C)C,PI81,1,8,-0.3041930408091997,0.0,1,16.85120431500001
*CC(*)c1ccc(COCCC)cc1,PI149,1,13,-1.5224372650697329,0.0,1,11.156836025
*C=CCCCCCCCC*,PI53,2,10,0.5928301651076847,1.4459247170340264,2,21.0441078375
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,PI966,5,45,1.5524482102531059,0.6507397493482151,5,25.529594785
*CC(*)C(=O)c1ccc(Br)c(OC)c1,PI322,2,13,-0.5191842923682883,0.6094110309292997,2,15.846283182500002
*CC(*)c1cc(C)c(C)cc1C,PI211,1,11,-0.624463695966075,0.0,1,15.354181775000006
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI310,1,19,0.12283791314421343,0.0,1,18.847250325
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,PI598,1,32,0.5319706537765307,0.0,1,20.759635754999977
*CC(*)Cc1cccc(C)c1,PI294,1,10,-0.6168835107334152,0.0,1,15.389613394999998
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1056,5,56,0.11451347782396966,1.6603294739275134,5,18.808339900000018
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,0.7598130377350661,0.5019992357752944,5,21.82462619
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,-0.5899747840035859,0.0,1,15.515391294999995
*CC(*)SC,PI317,2,4,-0.08629386694529433,0.20152740546607806,2,17.869717780000002
*CC(CCl)O*,PI526,1,5,-0.168101657805778,0.0,1,17.487328370000004
